ID	Pāli1	POS	Grammar	Derived from	Neg	Verb	Trans	Case	Meaning IN CONTEXT	Meaning in native language	Pāli Root	Base	Construction	Sanskrit	Sk Root	Variant	Commentary	Notes	Source1	Sutta1	Example1	Source2	Sutta2	Example2	Source3	Sutta3	Example3	Test	audio	Feedback
41018	pamajjitvā 1	abs		pamajjati		pass	intrans		having been negligent; having been careless		√mad 3 ya (to be mad, intoxicated)	√mad + ya > majja (pass)	pa + majja + itvā		√mad				DHP 172	lokavaggo	yo ca pubbe <b>pamajjitvā</b>, pacchā so na-ppamajjati. <br/>so’maṃ lokaṃ pabhāseti, abbhā mutto’va candimā.							55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=pamajjitvā 1&entry.1433863141=DHP"">Fix it here</a>."
41015	pamajjati	pr				pass	intrans	+loc	is careless; is negligent; forgetful; wastes one's time		√mad 3 ya (to be mad, intoxicated)	√mad + ya > majja (pass)	pa + majja + ti		√mad				DHP 172	lokavaggo	yo ca pubbe pamajjitvā, pacchā so na-<b>ppamajjati. </b><br/>so’maṃ lokaṃ pabhāseti, abbhā mutto’va candimā.							55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=pamajjati&entry.1433863141=DHP"">Fix it here</a>."
39451	pabhāseti	pr		pabhāsati		caus	trans	+acc	illuminates; to pervade with light; lit.  causes to shine		√bhās 1 *e (to shine)	√bhās + *e > bhāse (caus)	pa + bhāse + ti		√bhāś				DHP 172	lokavaggo	yo ca pubbe pamajjitvā, pacchā so na-ppamajjati. <br/>so’maṃ lokaṃ <b>pabhāseti</b>, abbhā mutto’va candimā.							55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=pabhāseti&entry.1433863141=DHP"">Fix it here</a>."
35639	nappamajjati 1	pr			neg	pass	intrans		does not careless; does not negligent; forgetful; does not waste one's time		√mad 3 ya (to be mad, intoxicated)	√mad + ya > majja (pass)	na + pa + majja + ti		√mad				DHP 172	lokavaggo	yo ca pubbe pamajjitvā, pacchā so <b>nappamajjati</b>. <br/>so’maṃ lokaṃ pabhāseti, abbhā mutto’va candimā.	DHP 168	lokavaggo	uttiṭṭhe <b>nappamajjeyya</b>, dhammaṃ sucaritaṃ care,<br/>dhammacārī sukhaṃ seti, asmiṃ loke paramhi ca.				55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=nappamajjati 1&entry.1433863141=DHP"">Fix it here</a>."
46954	pithīyati	pr		pidahati		pass	intrans	+instr	is closed; is shut; lit. is puts on		√dhā 1 īya (to place, support)	√dhā + īya > dhīya > thīya (pass)	(a)pi + thīya + ti		√dhā				DHP 173	lokavaggo	yassa pāpaṃ kataṃ kammaṃ, kusalena <b>pithīyati</b> <br/>so’maṃ lokaṃ pabhāseti, abbhā mutto’va candimā.							55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=pithīyati&entry.1433863141=DHP"">Fix it here</a>."
46691	pidhīyati 2	pr		pidahati		pass	intrans	+instr	is replaced (by); is superseded (by); is supplanted (by); lit. is closed (by)		√dhā 1 ya (to place, support)	√dhā > dhī + ya > dhīya (pass)	(a)pi + dhīya + ti	apidhīyate	√dhā	pithīyati, pitīyati		Kacc 502, 493 (dhā > dhī)	DHP 173	lokavaggo	yassa pāpaṃ kataṃ kammaṃ, kusalena <b>pidhīyati</b>,<br/>so'maṃ lokaṃ pabhāseti, abbhā mutto'va candimā.							55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=pidhīyati 2&entry.1433863141=DHP"">Fix it here</a>."
30726	kusala 4	nt							good; benefit; merit; good deed; doing good					kuśala					DHP 173	lokavaggo	yassa pāpaṃ kataṃ kammaṃ, <b>kusalena</b> pithīyati <br/>so’maṃ lokaṃ pabhāseti, abbhā mutto’va candimā.	DHP 183	buddhavaggo	sabba-pāpassa akaraṇaṃ, <b>kusalassa</b> upasampadā. <br/>sacitta-pariyodapanaṃ, etaṃ buddhāna sāsanaṃ.	VIN PAT NP 10	rāja sikkhāpada	catukkhattuṃ, pañcakkhattuṃ, chakkhattu’paramaṃ tuṇhībhūto uddissa tiṭṭhamāno taṃ cīvaraṃ abhinipphādeyya, icc'etaṃ<b> kusalaṃ.</b>	55	[sound:kusala.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=kusala 4&entry.1433863141=DHP"">Fix it here</a>."
8835	appa 3	nt							small amount; little					alpa					DHP 174	lokavaggo	andhabhūto ayaṃ loko, tanuk'ettha vipassati,<br/>sakuṇo jāla-mutto'va, <b>appo</b> saggāya gacchati.							55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=appa 3&entry.1433863141=DHP"">Fix it here</a>."
58810	tanuka	adj		tanu					small; few; lit. thin		√tan 7 o (to stretch, extend)		√tan + u + ka	tanuka	√tan				DHP 174	lokavaggo	andhabhūto ayaṃ loko, <b>tanuk'</b>ettha vipassati,<br/>sakuṇo jālamutto'va, appo saggāya gacchati.							55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=tanuka&entry.1433863141=DHP"">Fix it here</a>."
67821	vipassati	pr					trans	+acc	sees deeply (into); sees in detail; understands with insight		√dis 1 a (to see)	√dis + a > passa (irreg)	vi + passa + ti	vipaśyati	√dṛś				DHP 174	lokavaggo	andhabhūto ayaṃ loko, tanuk'ettha <b>vipassati</b>,<br/>sakuṇo jālamutto'va, appo saggāya gacchati.	MN 131	bhaddekarattasuttaṃ	paccuppannañ’ca yaṃ dhammaṃ, tattha tattha <b>vipassati</b>. asaṃhīraṃ asaṅkuppaṃ, taṃ vidvā m'anubrūhaye.				55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=vipassati&entry.1433863141=DHP"">Fix it here</a>."
25204	jāla 1	nt							net; snare; entanglement		√jal 8 *e (to hide, conceal)		√jal > jāl + *a	jāla	√jal				DHP 174	lokavaggo	andhabhūto ayaṃ loko, tanuk'ettha vipassati,<br/>sakuṇo <b>jāla</b>-mutto'va, appo saggāya gacchati.	DHP 251	malavaggo	n'atthi rāgasamo aggi, n'atthi dosasamo gaho,<br/>n'atthi mohasamaṃ <b>jālaṃ</b>, n'atthi taṇhāsamā nadī.				55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=jāla 1&entry.1433863141=DHP"">Fix it here</a>."
64536	vāhinī 1	fem		vahati					army; platoon; squadron		√vah 1 a (to carry, bring)		√vah > vāh + *inī	vāhinī	√vah	vāhana			DHP 175	lokavaggo	haṃs'ādiccapathe yanti, ākāse yanti iddhiyā,<br/>nīyanti dhīrā lokamhā, jetvā māraṃ sa<b>vāhiniṃ</b>.							55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=vāhinī 1&entry.1433863141=DHP"">Fix it here</a>."
25811	jetvā	abs		jeti			trans	+acc	having conquered; having defeated; having overcome		√ji 1 a (to conquer)	√ji + a > je	je + tvā	jitvā	√ji				DHP 175	lokavaggo	haṃs'ādiccapathe yanti, ākāse yanti iddhiyā,<br/>nīyanti dhīrā lokamhā, <b>jetvā</b> māraṃ savāhiniṃ.							55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=jetvā&entry.1433863141=DHP"">Fix it here</a>."
24633	iddhiyā	ind	adv, instr sg	iddhi					psychically; lit. by psychic power		√idh 3 ya (to succeed, accomplish)		√idh + ti + iyā<br/>iddhi + iyā	ṛddhi	√ṛdh				DHP 175	lokavaggo	haṃs'ādiccapathe yanti, ākāse yanti <b>iddhiyā</b>,<br/>nīyanti dhīrā lokamhā, jetvā māraṃ savāhiniṃ.							55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=iddhiyā&entry.1433863141=DHP"">Fix it here</a>."
2366	ādiccapatha	masc	comp						sky; lit. pathway of the sun				ādicca + patha	āditya + patha					DHP 175	lokavaggo	haṃs'<b>ādiccapathe</b> yanti, ākāse yanti iddhiyā,<br/>nīyanti dhīrā lokamhā, jetvā māraṃ savāhiniṃ.							55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=ādiccapatha&entry.1433863141=DHP"">Fix it here</a>."
55291	savāhinī	adj		vāhinī					with army; with platoon; with squadron		√vah 1 a (to carry, bring)		sa + √vah > vāh + *inī	vāhinī	√vah	savāhana			DHP 175	lokavaggo	haṃs'ādiccapathe yanti, ākāse yanti iddhiyā,<br/>nīyanti dhīrā lokamhā, jetvā māraṃ <b>savāhiniṃ</b>.							55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=savāhinī&entry.1433863141=DHP"">Fix it here</a>."
24597	iddhi 1	fem		ijjhati					psychic power; psychic potency		√idh 3 ya (to succeed, accomplish)		√idh + ti	ṛddhi	√ṛdh				DHP 175	lokavaggo	haṃs'ādiccapathe yanti, ākāse yanti <b>iddhiyā</b>,<br/>nīyanti dhīrā lokamhā, jetvā māraṃ savāhiniṃ.	DN 16.21	mahāparinibbānasuttaṃ	seyyath’īdaṃ — cattāro satipaṭṭhānā cattāro samma-ppadhānā cattāro <b>iddhi</b>-pādā pañc’indriyāni pañca balāni satta bojjh'aṅgā ariyo aṭṭh’aṅgiko maggo.				55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=iddhi 1&entry.1433863141=DHP"">Fix it here</a>."
38284	nīyati 2	pr					intrans	+abl	departs (from); leaves (from); exits (from)		√yā 1 a (to go)	√yā + a > yā	nī + yā + ti	niryāti	√yā	niyyāti	(DHPa) imamhā vaṭṭalokā nīyanti, nibbānaṃ pāpuṇantī'ti attho.		DHP 175	lokavaggo	haṃs'ādiccapathe yanti, ākāse yanti iddhiyā,<br/><b>nīyanti</b> dhīrā lokamhā, jetvā māraṃ savāhiniṃ.							55	[sound:nīyati.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=nīyati 2&entry.1433863141=DHP"">Fix it here</a>."
3721	akāriya	ptp		karoti	neg				not do-able; could not be done; impossible to do		√kar 7 o (to do, make)		na > a + √kar > kār + *iya<br/>na + kāriya	akaraṇīya, akārya	√kṛ				DHP 176	lokavaggo	ekaṃ dhammaṃ atītassa, musāvādissa jantuno,<br/>vitiṇṇaparalokassa, n'atthi pāpaṃ <b>akāriyaṃ</b>.							55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=akāriya&entry.1433863141=DHP"">Fix it here</a>."
11202	atīta 3	pp		accayati					transgressed; overstepped; lit. gone past		√i 1 a (to come, go)		ati + √i + ta	atīta	√i				DHP 176	lokavaggo	ekaṃ dhammaṃ <b>atītassa</b>, musāvādissa jantuno,<br/>vitiṇṇaparalokassa, n'atthi pāpaṃ akāriyaṃ.							55	[sound:atīta.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=atīta 3&entry.1433863141=DHP"">Fix it here</a>."
68698	vitiṇṇa 2	pp		vitarati					given up; abandoned; neglected; rejected		√tir 1 a (to cross)		vi + √tir + na	vitīrṇa	√tṝ				DHP 176	lokavaggo	ekaṃ dhammaṃ atītassa, musāvādissa jantuno,<br/><b>vitiṇṇa</b>-paralokassa, n'atthi pāpaṃ akāriyaṃ.							55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=vitiṇṇa 2&entry.1433863141=DHP"">Fix it here</a>."
42191	paraloka	masc	comp						other world; next life; afterlife				para + loka	paraloka					DHP 176	lokavaggo	ekaṃ dhammaṃ atītassa, musāvādissa jantuno,<br/>vitiṇṇa-<b>paralokassa</b>, n'atthi pāpaṃ akāriyaṃ.	AN 5.36	kāladānasuttaṃ	tasmā dade appaṭivāna-citto, yattha dinnaṃ mahapphalaṃ. puññāni <b>paralokasmiṃ</b>, patiṭṭhā honti pāṇinan’ti.				55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=paraloka&entry.1433863141=DHP"">Fix it here</a>."
35645	nappasaṃsati	pr		pasaṃsati	neg		trans	+acc	does not praise; does not approve (of); does not commend		√saṃs 1 a (to proclaim, praise)	√saṃs + a > saṃsa	na + pa + saṃsa + ti<br/>na + pasaṃsati	na + praśaṃsati	√śaṃs				DHP 177	lokavaggo	na ve kadariyā devalokaṃ vajanti, bālā have <b>nappasaṃsanti</b> dānaṃ,<br/>dhīro ca dānaṃ anumodamāno, ten'eva so hoti sukhī parattha.							55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=nappasaṃsati&entry.1433863141=DHP"">Fix it here</a>."
42373	parattha 2	ind	adv	para					afterwards; later; hereafter; lit. another place				para + ttha	parastāt					DHP 177	lokavaggo	na ve kadariyā devalokaṃ vajanti, bālā have nappasaṃsanti dānaṃ,<br/>dhīro ca dānaṃ anumodamāno, ten'eva so hoti sukhī <b>parattha</b>.	DHP 306	nirayavaggo	abhūtavādī nirayaṃ upeti, yo vā'pi katvā na karomi c'āha,<br/>ubho'pi te pecca samā bhavanti, nihīnakammā manujā <b>parattha</b>.				55	[sound:parattha.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=parattha 2&entry.1433863141=DHP"">Fix it here</a>."
64553	vajati	pr					trans	+acc	goes; goes to		√vaj 1 a (to go on)	√vaj + a > vaja	vaja + ti	vrajati	√vraj				DHP 177	lokavaggo	na ve kadariyā devalokaṃ <b>vajanti</b>, bālā have nappasaṃsanti dānaṃ,<br/>dhīro ca dānaṃ anumodamāno, ten'eva so hoti sukhī parattha.							55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=vajati&entry.1433863141=DHP"">Fix it here</a>."
26294	kadariya 1	adj		ariya					miserly; stingy; niggardly; lit. not noble				kad + ariya	kadarya			(SNa) kadariyā'ti idaṃ maccharino'ti padass'eva vevacanaṃ. mudukam'pi hi macchariyaṃ macchariyan't'eva vuccati, thaddhaṃ pana kadariyaṃ nāma.		DHP 177	lokavaggo	na ve <b>kadariyā</b> devalokaṃ vajanti, bālā have nappasaṃsanti dānaṃ,<br/>dhīro ca dānaṃ anumodamāno, ten'eva so hoti sukhī parattha.							55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=kadariya 1&entry.1433863141=DHP"">Fix it here</a>."
7084	anumodamāna	prp		anumodati			trans	+acc	approving (of); appreciating; applauding		√mud 1 a (to be soft, happy)	√mud + *a > moda	anu + moda + māna	anumud	√mud				DHP 177	lokavaggo	na ve kadariyā devalokaṃ vajanti, bālā have nappasaṃsanti dānaṃ,<br/>dhīro ca dānaṃ <b>anumodamāno</b>, ten'eva so hoti sukhī parattha.							55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=anumodamāna&entry.1433863141=DHP"">Fix it here</a>."
44122	pathabyā	fem	gen sg, irreg	pathavī					of earth; of whole wide world		√path 1 a (to expand)		√path + avī + yā	pṛthivyāḥ, pṛthiveḥ	√prath √pṛth				DHP 178	lokavaggo	<b>pathabyā</b> ekarajjena, saggassa gamanena vā, <br/>sabbalok’ādhipaccena, sot’āpatti-phalaṃ varaṃ.							55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=pathabyā&entry.1433863141=DHP"">Fix it here</a>."
56707	sotāpatti	fem	comp						stream entry; first stage of enlightenment				sota + āpatti	srotaāpatti					DHP 178	lokavaggo	pathabyā ekarajjena, saggassa gamanena vā, <br/>sabbalok’ādhipaccena, <b>sot’āpatti</b>-phalaṃ varaṃ.	SN 25.1	cakkhusuttaṃ	abhabbo’va tāva kālaṃ kātuṃ yāva na <b>sot’āpatti</b>-phalaṃ sacchikaroti.				55	[sound:sotāpatti.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=sotāpatti&entry.1433863141=DHP"">Fix it here</a>."
49236	sabbaloka	masc	comp						whole world; every world				sabba + loka	sarvaloka					DHP 178	lokavaggo	pathabyā ekarajjena, saggassa gamanena vā, <br/><b>sabbalok</b>’ādhipaccena, sot’āpatti-phalaṃ varaṃ.	AN 6.104	atammayasuttaṃ	<b>sabbaloke</b> ca atammayo bhavissāmi, ahaṅ'kārā ca me uparujjhissanti, mamaṅ'kārā ca me uparujjhissanti, 	SNP 8	mettasuttaṃ<br/>uragavaggo 8	mettañ’ca <b>sabbalokasmiṃ</b>,  mānasam’bhāvaye aparimāṇaṃ;  <br/>uddhaṃ adho ca tiriyañ’ca,   asambādhaṃ, averaṃ, asapattaṃ.	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=sabbaloka&entry.1433863141=DHP"">Fix it here</a>."
49238	sabbalokādhipacca	nt	comp						supreme power over the whole world; ruler-ship over the entire universe				sabba + loka + ādhipacca	sarvaloka + ādhipatya					DHP 178	lokavaggo	pathabyā ekarajjena, saggassa gamanena vā, <br/><b>sabbalok’ādhipaccena</b>, sot’āpatti-phalaṃ varaṃ.							55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=sabbalokādhipacca&entry.1433863141=DHP"">Fix it here</a>."
21574	ekarajja	nt	comp						sole ruler-ship; sole dominion; sovereign power				eka + rajja	eka + rājya					DHP 178	lokavaggo	pathabyā <b>ekarajjena</b>, saggassa gamanena vā, <br/>sabbalok’ādhipaccena, sot’āpatti-phalaṃ varaṃ.							55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=ekarajja&entry.1433863141=DHP"">Fix it here</a>."
2157	ādhipacca	nt	abstr	adhipati					ruler-ship; lord-ship; presidency		√pat 3 ya (to control, to command)		adhi + √pat + i + *ya<br/>adhipati + *ya	ādhipatya	√pat				DHP 178	lokavaggo	pathabyā ekarajjena, saggassa gamanena vā, <br/>sabbalok’<b>ādhipaccena</b>, sot’āpatti-phalaṃ varaṃ.							55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=ādhipacca&entry.1433863141=DHP"">Fix it here</a>."
36001	nāvajīyati	pr		avajināti	neg	pass	intrans		is undefeated; is unconquered		√ji 5 ya (to conquer)	√ji + ya > jīya (pass)	na + ava + jīya + ti<br/>na + avajīyati	na + avajīyate	√ji				DHP 179	buddhavaggo	yassa jitaṃ <b>n'āvajīyati</b>, jitaṃ yassa no yāti koci loke,<br/>taṃ buddham'anantagocaraṃ, apadaṃ kena padena nessatha.							55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=nāvajīyati&entry.1433863141=DHP"">Fix it here</a>."
38364	no koci	idiom	ind + pron		neg				no one; not one; none; nobody				no + ko + ci	no + kaḥ + cid					DHP 179	buddhavaggo	yassa jitaṃ n'āvajīyati, jitaṃ yassa <b>no</b> yāti <b>koci</b> loke,<br/>taṃ buddham'anantagocaraṃ, apadaṃ kena padena nessatha.							55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=no koci&entry.1433863141=DHP"">Fix it here</a>."
8043	apada 2	adj		pajjati	neg				trackless; traceless; (comm) having no desires; lit. footless		√pad 3 ya (to go, step)		na > a + √pad + a	apada	√pad		(DHPa) kena padenā'ti yassa hi rāgapad'ādīsu ekapadam'pi atthi, taṃ tumhe tena padena nessatha. buddhassa pana ekapadam'pi n'atthi, taṃ apadaṃ buddhaṃ tumhe kena padena nessatha.		DHP 179	buddhavaggo	yassa jitaṃ n'āvajīyati, jitaṃ yassa no yāti koci loke,<br/>taṃ buddham'anantagocaraṃ, <b>apadaṃ</b> kena padena nessatha.							55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=apada 2&entry.1433863141=DHP"">Fix it here</a>."
69844	yāti 2	pr					trans	+acc	(of an army) marches against; pursues; routes		√yā 1 a (to go)	√yā + a > yā	yā + ti	yāti	√yā		(DHPa) noyātī'ti na uyyāti, yassa jitaṃ kilesajātaṃ rāg'ādīsu koci eko kileso'pi loke pacchato vattī nāma na hoti, n'ānubandhatī'ti attho.		DHP 179	buddhavaggo	yassa jitaṃ n'āvajīyati, jitaṃ yassa no <b>yāti</b> koci loke,<br/>taṃ buddham'anantagocaraṃ, apadaṃ kena padena nessatha.							55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=yāti 2&entry.1433863141=DHP"">Fix it here</a>."
36220	nessati 2	fut		nāseti		caus	trans	+acc	will destroy; will ruin; will harm		√nas 3 *e (to be lost, disappear)	√nas + *e + ssa > nessa (caus, fut, irreg)	nessa + ti	neṣyati	√naś			see nessati 1	DHP 179	buddhavaggo	yassa jitaṃ n'āvajīyati, jitaṃ yassa no yāti koci loke,<br/>taṃ buddham'anantagocaraṃ, apadaṃ kena padena <b>nessatha</b>.							55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=nessati 2&entry.1433863141=DHP"">Fix it here</a>."
36219	nessati 1	fut		neti			trans	+acc	will lead astray; will misguide		√nī 1 a (to lead, carry)	√nī + a > ne	ne + ssa + ti	neṣyati	√nī			see nessati 2	DHP 179	buddhavaggo	yassa jitaṃ n'āvajīyati, jitaṃ yassa no yāti koci loke,<br/>taṃ buddham'anantagocaraṃ, apadaṃ kena padena <b>nessatha</b>.							55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=nessati 1&entry.1433863141=DHP"">Fix it here</a>."
36230	netave	inf		neti			trans	+acc	to lead astray; to misguide		√nī 1 a (to lead, carry)	√nī + a > ne	ne + tave	netavai	√nī	netuṃ			DHP 180	buddhavaggo	yassa jālinī visattikā, taṇhā n'atthi kuhiñci <b>netave</b>,<br/>taṃ buddham'anantagocaraṃ, apadaṃ kena padena nessatha.							55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=netave&entry.1433863141=DHP"">Fix it here</a>."
