pali_1,pos,meaning_1,root,pattern,sbs_class
pañha 2,masc,question; enquiry,√pañh,a masc,2
paṭiggaṇhāti 1,pr,takes; accepts; receives,√gah,āti pr,3
paṭiggaṇhāti 2,pr,(of an apology) accepts,√gah,āti pr,3
paṭiggaheti,pr,takes; accepts; receives,√gah,eti pr,3
paṭiggahetvā 2,abs,having received; having accepted,√gah,,8
paṭigha 1,masc,aversion; repulsion; resistance; irritation; conflict,√ghaṭ 1,a masc,2
paṭighāta 1,masc,warding off; repelling; driving off,√ghaṭ 1,a masc,2
paṭijānāti 3,pr,makes the claim (of); claims (to be),√ñā,āti pr,3
paṭinissagga,masc,giving up (of); relinquishing (of); dropping (of); abandoning (of),√sajj 1,a masc,2
paṭinivattitvā,abs,having turned around and come back (from),√vatt,,8
paṭipajjati 2,pr,practices; follows a course of action; follows a method,√pad,ati pr,3
paṭibhāti,pr,comes to mind; occurs (to),√bhā,āti pr,3
paṭilabhati 1,pr,obtains; gets; receives; personally experiences,√labh,ati pr,3
paṭilābha,masc,obtaining (of); acquiring (of); gaining (of); personal acquisition (of),√labh,a masc,2
paṭisaṃyutta,pp,connected (to); concerned (with); related (to),√yuj,a pp,11
paṭisaṃvedī,adj,experiencing; feeling; sensitive to,√vid 1,ī adj,5
paṭisaṃvedeti,pr,personally experiences; undergoes; feels,√vid 1,eti pr,3
paṭisaṃharati 1,pr,withdraws from; pulls back (from),√har 1,ati pr,3
paṭisevati 1,pr,practices; indulges (in); engages (in),√sev,ati pr,3
paṭisevati 2,pr,uses; makes use (of),√sev,ati pr,3
paṭisevanta 1,prp,practising; indulging (in); engaging (in),√sev,anta prp,10
paṭissutvā,abs,having agreed (with); having responded in agreement (to),√su 1,,8
paṭivineti,pr,drives out; dispels; gets rid of; subdues,√nī,eti pr,3
paṭhama 1,ordin,first (1st); prime,,a ordin,12
paṭhavī,fem,earth; world,√path 2,ī fem,8
paṇāmetvā 2,abs,(of hands) having stretched out (in reverential salutation),√nam,,14
paṇidhāya 1,ger,guiding; directing; determining; setting,√dhā,,8
paṇīta 2,pp,fine; refined; excellent; superior; sublime,√nī,a pp,11
paṇḍita 2,masc,sage; intelligent person; wise man; smart person,,a masc east,2
patikuṭati,pr,bends away (from); turns aside (from),√kuṭ 1,ati pr,3
patilīyati,pr,withdraws (from); pulls away (from); draws back (from),√lī 1,ati pr,3
pativattati,pr,bends back; goes back; fold backwards,√vatt,ati pr,3
patta 1.1,masc,bowl; alms bowl; begging bowl,√pā 1,a masc,2
patta 3.1,pp,reached; attained; gained; accomplished; found,√ap,a pp,11
patthayamāna 1,prp,wishing (for); aspiring (for),√atth,māna prp,10
patvā 1,abs,having reached; having arrived (at),√ap,,8
patha 2,masc,range; mode; way,√path 1,a masc,2
padahati 1,pr,exerts oneself; strives; applies oneself; endeavours,√dhā,ati pr,3
padātabba,ptp,should be given (to); should be presented (to); should be offered (to),√dā 1,a ptp,14
padhāna 1,nt,making effort; exerting; striving; trying (to),√dhā,a nt,9
pana,ind,moreover; and so; but; or; however,,,13
panūdati,pr,dispels; drives out; rejects; pushes away,√nud,ati pr,3
panta 2,adj,secluded; isolated; solitary,,a adj,11
papañca,masc,various opinions; proliferation; endless conceptualization,√pañc,a masc,2
pabbajati,pr,ordains as a monastic; renounces the household life,√vaj,ati pr,3
pabbajita 1,masc,monk; monastic; renunciant; renunciate,√vaj,a masc,11
pabbajita 2,pp,ordained (from); renounced (from),√vaj,a pp,11
pabbajjā,fem,(vinaya) ordination; renunciation; becoming a monastic,√vaj,ā fem,7
pabbājeti 1,pr,banishes (from); exiles (from); drives away (from),√vaj,eti pr,14
pamatta 1,pp,careless; heedless; negligent; inattentive,√mad,a pp,11
pamāṇa 3,nt,measure; measurement; length; size; amount; quantity,√mā,a nt,9
pamāṇika,adj,according to the correct measurement; of the right size; correct-sized,√mā,a adj,11
pamāda,masc,carelessness; negligence; heedlessness,√mad,a masc,2
pamādi,aor,was careless (about); neglected; was negligent (with); was heedless (about),√mad,i aor,14
para 1,pron,other; another (person),,a pron,10
parato 2,ind,as another; as alien; as something else; as belonging to somebody else; (comm) not one's own possession,,,13
parama 1,adj,highest; most extreme; very best; ultimate; superior; sublime,,a adj,11
parājita,pp,conquered; defeated,√ji 1,a pp,11
parābhava,masc,ruin; downfall; disgrace,√bhū,a masc,2
parāmāsā,ind,clinging; adhering; clutching,√mas 1,,13
parikassati 1.1,pr,is dragged about (by); is swept away (by); is carried away (by),√kas 1,ati pr,13
parikkhāra 1,masc,requisite; requirement; necessity; accessory; everyday item,√kar,a masc,2
paricarati 3,pr,enjoys; indulges; has sex with,√car 1,ati pr,3
paricita 1,pp,practised; rehearsed; consolidated; familiarized,√ci 1,a pp,11
pariḍayhamāna,prp,being burnt (by); being tormented (by); being afflicted (by); being distressed (by),√ḍah,māna prp,13
pariṇāma 1,masc,(of food) digestion,√nam,a masc,14
pariṇāyaka 1,masc,counsellor; adviser; strategist,√nī,a masc,2
pariṇāyaka 2,masc,leader; who shows the way,√nī,a masc,2
paritassati,pr,is perturbed; is shaken; is agitated; is anguished,√tas 3,ati pr,13
parideva,masc,lamentation; wailing; crying,√dev,a masc,2
paridevi,aor,mourned; lamented; wailed,√dev,i aor,4
parinibbāna 1,nt,(of mental defilement) complete quenching; total emancipation; complete cooling,√vā,a nt,9
parinibbāyati 1,pr,(of mental defilement) is completely quenched; is entirely emancipated; is completely cooled,√vā,ati pr,3
parinibbuta 3,pp,(of an arahant) died one's final death; attained final Nibbāna,√vā,a pp,11
paripāka 1,masc,decay; deterioration,√pac,a masc,2
paripucchati,pr,asks about; questions; interrogates; enquires,√pucch,ati pr,3
paripūra 1,adj,full; filled up; complete,√pūr,a adj,11
paripūreti 1,pr,fills up; fills out,√pūr,eti pr,14
parippharati,pr,saturates; impregnates; completely infuses; spreads everywhere,√phar,ati pr,3
paribbājaka,masc,homeless spiritual seeker; wandering ascetic,√vaj,a masc,2
parimukhaṃ 1,ind,as first priority; to the fore; (comm) directed towards the meditation object,,,13
parimuccati,pr,is completely freed (from); is totally liberated (from); escapes (from),√muc,ati pr,13
pariyāya 4,masc,way; nature; habit; property; quality,√i 1,a masc,2
pariyāyena,ind,in one way; from a certain point of view; figuratively speaking,√i 1,,13
pariyesati,pr,searches; seeks; seeks out; looks (for),√es,ati pr,3
pariyodapeti,pr,cleanses (from); refines (from); purifies (from),√dā 2,eti pr,14
pariyodāta 1,pp,pure; clean; shiny; bright,√dā 2,a pp,11
parisandeti,pr,soaks; drenches,√sand,eti pr,14
parisujjhati,pr,is purified (by); is cleansed (by),√sudh,ati pr,13
parisuddha 1,pp,clean; pure; bright; perfect,√sudh,a pp,11
parisodheti,pr,cleans (from); purifies (of),√sudh,eti pr,14
parivaṭṭa 1,masc,circle,√vaṭṭ,a masc,2
parivīmaṃsā,fem,thorough investigation; complete examination,√man,ā fem,7
pariharati 3,pr,takes care (of); looks after; maintains,√har 1,ati pr,3
parihārika,adj,looking after; taking care of,√har 1,a adj,11
palipanna,pp,stuck (in); immersed (in); sunk (into),√pad,a pp,11
palokato,ind,as falling apart; as disintegrating,√luj,,11
pallaṅka 2,masc,cross-legged sitting position; meditation posture,√añc,a masc,2
pallaṅkena,ind,(sitting) cross-legged,√añc,,13
pasattha,pp,praised; commended; exalted,√saṃs 1,a pp,11
pasavati 2,pr,produces; generates; makes; gives birth to,√su 2,ati pr,3
pasāreti,pr,stretches out; straightens; extends,√sar 1,eti pr,14
pasu 1,masc,domestic animal; livestock; farm animal,,u masc,6
passa 1.1,nt,(of the body) side; rib,,a nt,9
passa 2.1,imp,see!; look (at)!,√dis 1,ati pr,4
passati 1,pr,sees,√dis 1,ati pr,3
passati 2,pr,understands; gets,√dis 1,ati pr,3
passaddha,pp,relaxed; calmed; tranquillised,√sambh 1,a pp,11
passaddhi,fem,calm; tranquillity; tranquillization; peace; stillness; serenity,√sambh 1,i fem,8
passanta 1,prp,seeing,√dis 1,anta prp,10
passasati,pr,exhales; breathes out,√sas 1,ati pr,3
passasanta,prp,exhaling; breathing out,√sas 1,anta prp,10
passasissati,fut,will exhale; will breathe out,√sas 1,ati pr,5
passāva,masc,urine,√su 2,a masc,2
passeyya 1,opt,could see; would see,√dis 1,ati pr,7
pavaḍḍhati 1,pr,increases; develops; grows,√vaḍḍh,ati pr,3
pavattar 1,masc,proclaimer (of); who tells about; who points out,√vac,ar masc,6
pavana 1.1,nt,woodland; forest,,a nt,9
pavāraṇā 2,fem,(vinaya) invitation ceremony at the end of the rains retreat,√var 2,ā fem,7
pavicaranta,prp,,√car 1,anta prp,10
pavisati,pr,enters; goes (into),√vis 1,ati pr,3
pavivitta,pp,separated; secluded; detached (from),√vic,a pp,11
pavuccati,pr,is called; is named; is said to be,√vac,ati pr,13
pahātabba,ptp,should be given up (by); should be abandoned (by),√hā 1,a ptp,14
pahīna,pp,abandoned; dispelled; eliminated; removed; given up,√hā 1,a pp,11
pahīyati 1.1,pr,is abandoned; is given up,√hā 1,ati pr,13
pahīyamāna,prp,being abandoned; being given up,√hā 1,māna prp,13
pahoti 2,pr,is able (to); is capable (of); is qualified (to),√hū,hoti pr,4
pācittiya 1,nt,(vinaya) offence requiring confession,,a nt,9
pāceti,pr,digests,√pac,eti pr,14
pāṭikaṅkha,ptp,to be expected (for); certain (for); can be anticipated,√kaṅkh 1,a ptp,14
pāṭikulyatā,fem,aversion (to); disgust (for); revulsion (toward),√kūl,ā fem,7
pāṇa 3,masc,being; living being,√an,a masc,2
pātimokkha 2,masc,(vinaya) precepts for Buddhist monastics,√mokkh,a masc,2
pāturahosi,aor,appeared; manifested,,hosi aor,4
pāda 1,masc,foot,√pad,a masc,2
pāpa 1,adj,evil; criminal; wrong; bad; vicious,,aī adj,11
pāpa 3,nt,evil action (in); crime (in); sin (in); wrongdoing (in); misdeed (in),,a nt,9
pāpaka 1.1,adj,bad; wicked; evil; wrong; worthless; harmful,,aka adj,11
pāpuṇāti 1,pr,reaches; arrives (at); comes (to),√ap,āti pr,3
pāpeti,pr,helps to reach; brings (to); leads (to),√ap,eti pr,14
pāmojja,nt,joy; happiness; gladness,√mud,a nt,9
pāra 1.1,nt,far side; far shore; bank on the other side; epithet of Nibbāna,,a nt,9
pārājika 1,adj,(vinaya) defeated; deposed; disqualified; expelled,√ji 1,a adj,11
pārājika 3,nt,(vinaya) offence involving defeat; transgression requiring expulsion,√ji 1,a nt,9
pāripūrī,fem,,√pūr,ī fem,8
pārupetvā,abs,(of an outer garment) having wrapped oneself; having caused to be covered,√var 1,,14
pālicca,nt,hoariness; grey hair,,a nt,9
pāsāda,masc,mansion; stately home; palace; building with pillars,√sad,a masc,2
piṇḍāya,masc,for alms; to collect alms food,√piṇḍ,a masc,9
pitar,masc,father,,ar2 masc,6
pipāsā,fem,thirst (for),√pā 1,ā fem,7
piya 1,adj,dear (to); beloved (by); loved (by),√pī,a adj,11
pīta 1.2,nt,drinking; sipping,√pā 1,a nt,11
pīti 1.1,fem,delight; heartfelt joy; pleasure; feeling of love,√pī,i fem,8
puggala,masc,person; individual,,a masc,2
pucchati,pr,asks; enquires; questions,√pucch,ati pr,3
pucchi,aor,asked; enquired; questioned,√pucch,i aor,4
pucchitabba,ptp,should be asked; could be asked,√pucch,a ptp,14
puñña 1,nt,merit; good deed; spiritual wealth,√puṇ,a nt,9
puṭṭha 1.1,pp,asked; questioned,√pucch,a pp,11
putta 1,masc,son; child,,a masc,2
puthujjana,masc,common man; ordinary man; normal person; man in the street,,a masc,2
puna,ind,again; once more,,,13
punabbhava,masc,appearing again; renewed existence; rebirth; future life,,a masc,3
puppha 1,nt,flower,√pupph,a nt,9
pubbaka 1,adj,ancient; of old; former,,a adj,11
pubbe 1,ind,before; previously; formerly; in the past,,,6
purato,ind,in front (of),,,8
purima 1,adj,earlier; past; former; previous,,a adj,11
purisa 1,masc,man; person,,a masc,2
pure 2,ind,formerly; previously; in the past,,,6
pūjeti 1,pr,worships; honours; respects,√pūj,eti pr,3
pecca,ind,after death,√i 1,,13
petī,fem,female ghost; female spirit,√i 1,ī fem,8
pesala,adj,well-behaved; good; honest,,a adj,11
pessaka,masc,messenger,√pis 1,a masc,2
pharitvā 1,abs,having suffused; having pervaded; having filled,√phar,,8
phassa 1,masc,contact; sense impingement; raw experience; touch,√phus 1,a masc,2
phāsu 2,masc,ease (for); comfort (for),√phus 1,u masc,6
phāsu 3,ind,easily; comfortably,√phus 1,,13
phāsuṃ,ind,easily; comfortably,√phus 1,,13
phuṭṭha 2,pp,afflicted (with); suffering (from),√phus 1,a pp,11
phusati 1,pr,touches; contacts; feels; experiences,√phus 1,ati pr,3
phussita 1,pp,flowering; in full blossom,√phus 1,a pp,13
bajjhati 1,pr,is bound (by); is tied up (by); is caught (by); is imprisoned (by),√badh,ati pr,13
bandhati 1,pr,binds; ties up; imprisons; confines,√bandh,ati pr,3
bala 1,nt,strength; power; might,√bal,a nt,9
bala 2,nt,mental power; Dhamma strength,√bal,a nt,9
balavant 1,adj,strong; powerful,√bal,ant adj,6
balibadda,masc,ox; bull,,a masc,2
balibaddha,masc,ox; bull,,a masc,2
bahiddhā 1,ind,externally; outwardly,√bah 1,,13
bahu,adj,many; much; lots (of); a lot (of); great; large,√bah 2,u adj,11
bahujanasukhāya,nt,for the comfort of many people; for the ease of the masses,,a nt,9
bahujanahitāya,nt,for the benefit of many people; for the good of the population,,a nt,9
bahulaṃ,ind,often; frequently,√bah 2,,13
bahulī,adj,abundant; full of,√bah 2,ī adj,5
bārāṇasī 1,fem,name of a city; modern Varanasi,,ī fem,8
bāla 1,adj,foolish; ignorant; stupid; immature,,a adj,11
bāla 2,masc,fool; idiot; immature person,,a masc east,2
bāhā 1,fem,arm; forearm,√bah 2,ā fem,7
bāhiya,masc,name of an ascetic; great disciple of the Buddha; foremost disciple in quick realization; Bāhiya Dārucīriya,√bah 1,a masc,2
bāhu,masc,arm; forearm,√bah 2,u masc,6
bāḷhaṃ,ind,excessively; overly; too,√bah 2,,13
buddha 1,masc,Buddha; Awakened One,√budh,a masc,11
bojjhaṅga 1,masc,element of awakening; factor of enlightenment,,a masc,2
byatta,pp,experienced; learned; competent; trained,√añj 1,a pp,11
byākaraṇīya,ptp,should be answered; to be replied (to),√kar,a ptp,14
byākarissati,fut,will explain; will define; will describe,√kar,oti pr,5
byākāsi 1,aor,answered; replied,√kar,āsi aor,4
byādhi,masc,sickness; disease; illness,√dhā,i masc,4
byāpāda,masc,dislike; ill-will; hatred; hostility; enmity; malevolence,√pad,a masc,2
brahmacariya 1,nt,spiritual path; spiritual practice; holy life; celibacy,,a nt,9
brahmacārī 2,masc,celibate man; who abstains from sexual intercourse,,ī masc,5
brāhmaṇa 1,masc,Brahman; priest; man of the Brahman caste,√brah,a masc,2
brāhmaṇa 2,masc,arahant; awakened being; saint; paragon,√brah,a masc,2
brūhi,imp,say!; tell!; speak!,√brū,brūti pr,4
bhagavant 1,masc,Sublime One; Blessed One; Fortunate One; Auspicious One; epithet of the Buddha,√bhaj 1,ant masc,6
bhajati 1.1,pr,associates (with); keeps company (with),√bhaj 2,ati pr,3
bhajitabba,ptp,should be associated with; should be kept company with; should be adhered to; (comm) should be stuck to,√bhaj 2,a ptp,14
bhaññamāna 1,prp,being spoken; being told; being mentioned,√bhaṇ,māna prp,13
bhaṇati 1,pr,speaks; says; tells,√bhaṇ,ati pr,3
bhatta 1.1,nt,food; boiled rice,√bhaj 1,a nt,11
bhaya 3,nt,danger (of; from); peril (of; from),√bhī,a nt,9
bhayato,ind,,√bhī,,11
bhava 2,masc,being; becoming; existence,√bhū,a masc,2
bhava 3,masc,state of existence; form of becoming,√bhū,a masc,2
bhavati 1,pr,is; is being; becomes,√bhū,ati pr,3
bhavissati 1,fut,could be; should be,√bhū,issati fut,5
bhātar,masc,brother,,ar2 masc,6
bhāsati 1.1,pr,speaks (about); talks (about),√bhās 1,ati pr,3
bhāsita 1,nt,saying; speech; statement; utterance; talk; words,√bhās 1,a nt,11
bhāsita 2,pp,said (by); spoken (by); recited (by),√bhās 1,a pp,11
bhāvanā 1,fem,developing; cultivating; meditating,√bhū,ā fem,14
bhāvanīya 1,ptp,respected; honoured; worthy of esteem,√bhū,a ptp,14
bhāvayati,pr,cultivates; develops,√bhū,ati pr,14
bhāvita 1,pp,cultivated; developed,√bhū,a pp,14
bhāviyamāna,prp,being cultivated; being developed,√bhū,māna prp,14
bhāvetabba,ptp,should be cultivated; should be developed,√bhū,a ptp,14
bhāveti,pr,cultivates; develops,√bhū,eti pr,14
bhāvetuṃ,inf,to cultivate; to develop; to grow; to increase,√bhū,,14
bhikkhu,masc,monk; monastic; mendicant; fully ordained monk,√bhikkh,u masc,6
bhikkhunī,fem,nun; fully ordained nun,√bhikkh,ī fem,8
bhujissa 1,adj,cleansing; freeing; liberating,,a adj,11
bhuñjati 1,pr,eats; consumes,√bhuj 1,ati pr,3
bhusaṃ 1,ind,intensely; exceedingly; very; strongly,√bhus,,13
bhūta 1,pp,existing; born; living,√bhū,a pp,11
bhūta 3,nt,being; living being; entity,√bhū,a nt,11
bheda 1,masc,death,√bhid,a masc,2
bheda 2,masc,(vinaya) schism; split; breakup,√bhid,a masc,2
bhedana 3,nt,breaking; splitting apart; dividing,√bhid,a nt,9
bhesajja,nt,medicine; remedy; tonic; drug,,a nt,9
bhoga 1.1,masc,wealth; possessions; property; riches,√bhuj 1,a masc,2
bhogī 1.1,adj,enjoying; using; experiencing; partaking in,√bhuj 1,ī adj,5
bhojana 2,nt,eating; taking food,√bhuj 1,a nt,9
makkaṭa,masc,monkey; ape,,a masc,2
magga 1,masc,road; path; track; way,√magg,a masc,2
magga 2,masc,way; means; method,√magg,a masc,2
maṅgala 1,nt,what is auspicious; blessing; good omen; prosperity,√maṅg,a nt,9
maccu,masc,death; Death,√mar,u masc,6
majjha 2,masc,middle,,a masc,2
majjhima 1,adj,middle; middling; medium; medium-sized; moderate,,a adj,11
maññati 1,pr,thinks; imagines; conceives; presumes; supposes,√man,ati pr,3
maṇḍana,nt,adorning; embellishing; beautifying oneself,√maṇḍ,a nt,9
mattaññū,adj,knowing the correct measure (in); knowing the limit (in); moderate (in),,ū adj,6
mattikā,fem,clay; earth,√madd,ā fem,7
mada 1,masc,excess; pleasure; indulgence,√mad,a masc,2
manasikāra,masc,attention; bringing-to-mind; observation; noticing; focussing,,a masc,2
manāpa 1,adj,pleasant; likeable; attractive; agreeable,,a adj,11
manussa,masc,human being; man; person,,a masc,2
mama 2,pron,my; mine; of me,,ahaṃ pron,5
mayaṃ 1,pron,we,,ahaṃ pron,5
mayā 1,pron,by me; with me,,ahaṃ pron,5
maraṇa,nt,death; dying,√mar,a nt,9
mallā,masc,name of the people of Malla; Mallans,,a masc pl,2
mahanta 1,adj,big; great; large; grand; vast; extensive,√mah 1,anta adj,11
maṃ 1,pron,me (object),,ahaṃ pron,5
maṃsa 1,nt,meat; flesh,,a nt,9
mā 1.1,ind,do not; may one not; don’t let,,,5
māṇava 1,masc,young man; young gentleman; young Brahman,,a masc,2
mātar,fem,mother,,mātar fem,8
mātāpitar,masc,mother and father; parents,,ar2 masc,6
māna 1.1,masc,pride; conceit; egotism; superiority; comparing oneself,√man,a masc,2
mānasa 2,nt,mind; heart; mentality; intention,√man,a nt,9
māneti,pr,honours; reveres; holds in high esteem; (comm) loves,√man,eti pr,14
māra,masc,death; Death; death personified,√mar,a masc,2
māsa 2.1,masc,bean,,a masc,2
mukha 5,nt,cause; means; way; (comm) door; source,,a nt,9
mugga,masc,mung beans,√mud,a masc,2
muccati 1.1,pr,is free (from); becomes free (from); is released (from),√muc,ati pr,13
muñcitvā 1,abs,having released; having let go,√muc,,8
muditā,fem,happiness (for); appreciation; sympathetic joy,√mud,ā fem,7
mudu 1,adj,soft; mild,√mud,u adj,11
muni 1,masc,monk; sage; seer; hermit; silent sage,√mun,i masc,4
musā 2,ind,falsely; untruthfully,√mus 1,,13
mūla 1,nt,(of a tree) root; base; foot,√mūl,a nt,9
mūla 2,nt,source; origin; root,√mūl,a nt,9
me 2,pron,by me,,ahaṃ pron,5
me 3,pron,to me; for me,,ahaṃ pron,5
me 5,pron,my; mine,,ahaṃ pron,5
metta 1,adj,friendly; benevolent; kind,√mitt,a adj,11
mettā,fem,goodwill (towards); friendliness (to); benevolence (for),√mitt,ā fem,7
methuna 1,adj,sexual,√mith,a adj,11
medhāvī,masc,intelligent man; wise man; who has good judgment,√medh 1,ī masc,5
moggallāna 1,masc,name of a monk; chief disciple; great disciple of the Buddha; foremost disciple in psychic power,,a masc,2
moha 1,masc,illusion; delusion; hallucination,√muh,a masc,2
yakkhī,fem,female supernatural being; female spirit; daemoness,√yakkh,ī fem,8
yato 2,ind,since; because; due to the fact that,,,8
yattha,ind,wherever; where; when; in which,,,8
yathā 1,ind,like; as; as per; according to; how; in whatever way,,,13
yadā,ind,when; whenever,,,6
yamaka 2,masc,name of a monk,√yam 2,a masc,2
yasassī 1,adj,famous; renowned; illustrious; celebrated,,ī adj,5
yasmā,ind,because; since,,,13
yasmiṃ samaye,idiom,whenever; at whichever time,,,10
yāgu,fem,rice gruel; congee,,u fem,8
yācati 1,pr,asks (for); begs (for); requests,√yāc,ati pr,3
yāpetuṃ,inf,to sustain oneself (with); to support oneself (by); to keep oneself going,√yā,,14
yāma 1,masc,watch (of the night); one eighth of the day; about three hours,√yam 1,a masc,2
yāva 1,ind,as long as; as far as; so much so; up to; until; from … to,,,9
yāvataka,adj,as much as; as long as; as big as; as far as,,a adj,11
yāvatā 1,ind,as long as; as far as; of all; to the extent that,,,13
yiṭṭha 1,pp,given (as a gift); offered,√yaj,a pp,11
yena 2,ind,because of; because of which,,,9
yena 3,ind,where; wherever; in which direction; to; towards,,,9
yebhuyyena,ind,mostly; almost all; more or less; generally; largely; by and large; for the most part,,,13
yogī,masc,meditator; practitioner,√yuj,ī masc,5
yoniso,ind,properly; prudently; thoroughly; carefully; intelligently,√yu,,13
rakkhati 1,pr,protects; guards; watches over,√rakkh,ati pr,3
ratana 1,nt,jewel; gem; gemstone,,a nt,9
rattaññū,adj,old; experienced; of long standing,,ū adj,6
ratto,ind,by night; at night,,,13
rasa 1,masc,taste; flavour,√ras,a masc,2
rāga 1.1,masc,desire (for); passion (for); infatuation (with); lust (for),√raj 1,a masc,2
rājañña,masc,man of the ruling class; young noble,√rāj,a masc,2
rāhula,masc,name of an arahant monk; Buddha's son,,a masc,2
rukkha 1,masc,tree,,a masc,2
ruci,fem,liking; preference; choice; inclination; approval,√ruc,i fem,8
ruppanta,prp,being hurt; being oppressed; suffering,√rup,anta prp,13
rūpa 1,nt,matter; material thing; materiality; experience of material world; physical objects of consciousness; first of the five aggregates,√rūp,a nt,9
rūpa 3,nt,(object of the eye) form; material form; shape; sight,√rūp,a nt,9
rogato,ind,as disease; as illness,√ruj,,11
laddha 1,pp,obtained; gained; won; received,√labh,a pp,11
labhati 1,pr,gets; receives; obtains,√labh,ati pr,3
loka 1,masc,world; universe; cosmos,√lok,a masc,2
loka 2,masc,world; plane of existence,√lok,a masc,2
lokavidū,masc,who understands the world; who knows the world; epithet of the Buddha,,ū masc,6
loṇa 1,adj,salty,,a adj,11
loma 1,masc,body hair,,a masc,2
lohita 1,nt,blood,,a nt,9
saka 1,adj,one’s own; my own,,a adj,11
sakadāgāmī,adj,once-returner; who has attained the second stage of the path,,ī adj,5
sakuṇa,masc,bird,,a masc,2
sakka 1,ptp,able; capable; proficient,√sak,a ptp,14
sakka 3,masc,Sakyan; man of the Sakyan race,√sak,a masc,2
sakkaroti,pr,honours; esteems; respects,,oti pr,4
sakkā nu,idiom,is it possible (to)?; is one able (to)?,,,9
sakkā 1,ind,it is possible (to); one is able (to),√sak,,9
sakkuṇāti,pr,is able (to),√sak,āti pr,3
sakkoti,pr,is able (to),√sak,oti pr,3
sagga 1.1,adj,heavenly,√sar 4,a adj,11
saṅkhāra 1,masc,intention; volitional formation; choice; karmic activity,√kar,a masc,2
saṅkhāra 3,masc,mental formation; mental activity; thought processes; fourth of the five aggregates,√kar,a masc,2
saṅgara 1,masc,dealing; bargaining; negotiating; transacting,√gir 2,a masc,2
saṅgaha 1,masc,support (of); maintenance (of); looking after,√gah,a masc,2
saṅgha 1,masc,community; monastic order; assembly of monks,√ghaṭ 2,a masc,2
saṅghāṭi 1,fem,outer robe; double robe; patchwork robe,√ghaṭ 2,i fem,8
saṅghādisesa 2,masc,offence requiring suspension,,a masc,2
sace,ind,if,,,13
sacca 1,adj,true; correct; accurate; honest; reliable,√as 1,a adj,11
sacca 2,nt,truth,√as 1,a nt,9
saccato,ind,as true; truly; really,√as 1,,11
saccaṃ,ind,truly; really,√as 1,,13
sacchikiriyā,fem,personal experience (of); intimate experience (of); personal realization (of),,ā fem,7
sañcaritta,nt,matchmaking; carrying proposals,√car 1,a nt,9
sañcicca,ind,intentionally; purposefully; wilfully; deliberately,√cit 1,,13
sañcetanā,fem,wishing; intending; willing; making a choice,√cit 1,ā fem,7
saññatta 1.2,pp,instructed; informed,√ñā,a pp,14
saññā 1,fem,perception; conception; recognition; third of the five aggregates,√ñā,ā fem,7
saṇikaṃ,ind,slowly; gradually,,,13
saṇṭhapeti,pr,makes stable; steadies; establishes,√ṭhā,eti pr,14
saṇṭhāti,pr,remains (in); continues (in); persists (in); is established (in); stands firm (in),√ṭhā,āti pr,3
saṇha,adj,smooth; soft; gentle; mild; polite,,a adj,11
sata 1.1,pp,mindful; present; attentive,√sar 2,a pp,11
sata 2.1,card,one hundred (100),,a2 card,12
sati 1.2,fem,mindfulness; presence; recollection; awareness,√sar 2,i fem,8
sati 2.1,prp,when is; when exists,√as 1,santa prp,10
satipaṭṭhāna 1,masc,attending mindfully; being present with mindfulness,,a masc,2
satimant 1,adj,mindful; fully present; attentive,√sar 2,ant adj,6
sato,prp,when being; when is; when are,√as 1,santa prp,10
satta 1.1,card,seven (7),,a1 card,12
satta 2.1,masc,being; living being; creature,√as 1,a masc,2
sattama 1.1,ordin,seventh (7th),,a ordin east,12
satthar 1,masc,master; teacher,√sās,ar masc,6
sadā,ind,always; ever; all the time,,,6
saddhā 1,fem,faith (in); belief (in); trust (in),√dhā,ā fem,7
saddhiṃ,ind,together (with); with,,,5
santa 1.1,prp,existing; being; there is,√as 1,santa prp,10
santatta 1,pp,heated; made red-hot; scorched,√tap,a pp,11
santike 1,ind,to; in the presence (of); near (to); nearby; close (to); on the verge (of),,,13
santuṭṭha 1,pp,satisfied; pleased; content; happy with,√tus,a pp,11
santhata 1,nt,spread; bedspread; coverlet; counterpane,√thar,a nt,9
sandassiyamāna 1,prp,being compared; being checked; being verified,√dis 1,māna prp,13
sandassetabba,ptp,should be compared (to); should be checked (with); should be verified (with),√dis 1,a ptp,14
sandassetvā,abs,having instructed; having explained,√dis 1,,14
sandiṭṭhika,adj,directly visible; evident; real; perceivable; (comm) able to be seen by oneself,√dis 1,a adj,11
sandissati 2,pr,is seen (in); is comparable (with); agrees (with),√dis 1,ati pr,13
sappāṇaka,adj,containing living beings,√an,a adj,11
sabba 1,pron,all; every,,a pron,10
sabba 2,pron,everything; everyone; all,,a pron,10
sabbattha 1,ind,everywhere; every place,,,8
sabbadā,ind,always; at all times,,,13
sabbaso 1,ind,in every way; completely; altogether,,,13
sabbavidū 1,adj,all-knowing; omniscient,,ū adj,6
sabbābhibhū,adj,all conquering; victorious over everything,,ū adj,6
sabbāvant,adj,entire; whole; complete,,ant adj,6
sabyañjana,adj,in letter; (or) well phrased,√añj 1,a adj,11
sabrahmacārī,masc,fellow monk; spiritual companion,,ī masc,5
samagga 1,adj,(vinaya) unified; united; in concord; harmonious; in agreement,,a adj,11
samaṇa 1,masc,ascetic; renunciant; holy man; monk; recluse,√sam 2,a masc,2
