user_id	id	pali_1	grammar	neg	verb	trans	plus_case	meaning_1	meaning_lit	ru_meaning	sbs_meaning	sanskrit	sanskrit_root	sanskrit_root_meaning	sanskrit_root_class	root	root_has_verb	root_group	root_sign	root_meaning	root_base	construction	derivative	suffix	phonetic	compound_type	compound_construction	sbs_source_1	sbs_sutta_1	sbs_example_1	sbs_chant_pali_1	sbs_chant_eng_1	sbs_chapter_1	sbs_source_2	sbs_sutta_2	sbs_example_2	sbs_chant_pali_2	sbs_chant_eng_2	sbs_chapter_2	sbs_source_3	sbs_sutta_3	sbs_example_3	sbs_chant_pali_3	sbs_chant_eng_3	sbs_chapter_3	sbs_source_4	sbs_sutta_4	sbs_example_4	sbs_chant_pali_4	sbs_chant_eng_4	sbs_chapter_4	antonym	synonym	variant	commentary	notes	sbs_notes	link	sbs_index	sbs_audio	test	feedback	tags
24103	70855	hatthapāsa	masc, comp				+gen	hand's reach (of); arm's length (of); vicinity (of)	hand throw			hasta + prāsa										hattha + pāsa				chaṭṭhī tappurisa	hatth<b>assa</b> + pāsa	PAT PK	dhammayuttika-pubbakicca	chand'āharaṇapārisuddhiāharaṇāni, pana imissaṃ sīmāyaṃ <b>hatthapāsaṃ</b> vijahitvā nisinnānaṃ bhikkhūnaṃ abhāvato n'atthi.	Pubbakicca	Preliminary duty	International Pātimokkha	VIN 2.5.2.9	mahallakavihārasikkhāpadaṃ	yāva dvārakosā'ti piṭṭhasaṅghāṭassa samantā <b>hatthapāsā</b>.				VIN PAT PK	saṅghuposatha pubbakaraṇādi vidhi	yattakā bhikkhū tassa uposathakammassa pattayuttā anurūpā, sabb'antimena paricchedena cattāro bhikkhū pakatattā, saṅghena anukkhitā, te ca kho <b>hatthapāsaṃ</b> avijahitvā ekasīmayaṃ ṭhitā.										aahatthapāsa							80n	[sound:coming-soon.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=hatthapāsa&entry.1433863141=SBS"">Fix it here</a>"	Pubbakicca   
60311	30913	tīṇi	card, nt nom & acc pl of ti					three (3)				trīṇi										ti + iṇi						PAT PK	dhammayuttika-pubbakicca	tattha purimesu catūsu kiccesu idāni suriy'ālokassa atthitāya n'atthi, aparāni <b>tīṇi</b> bhikkhūnaṃ vattaṃ jānantehi bhikkhūhi katāni pariniṭṭhitāni honti.	Pubbakicca	Preliminary duty	International Pātimokkha	AN 3.68	kathāvatthusuttaṃ	<b>tīṇ</b>'imāni, bhikkhave, kathāvatthūni. katamāni <b>tīṇi</b>?				AN 3.112	paṭhamanidānasuttaṃ	<b>tīṇ</b>'imāni, bhikkhave, nidānāni kammānaṃ samudayāya. katamāni tīṇi?				MN 107	gaṇakamoggallānasuttaṃ	mayañ'hi, bho gotama, antevāsiṃ labhitvā paṭhamaṃ evaṃ gaṇāpema, ekaṃ ekakaṃ, dve dukā,<b> tīṇi </b>tikā, cattāri catukkā, pañca pañcakā, cha chakkā, satta sattakā, aṭṭha aṭṭhakā						tīni					80n	[sound:tīṇi.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=tīṇi&entry.1433863141=SBS"">Fix it here</a>"	Pubbakicca   
6298	1508	aññatara 2	pron, from añña				+gen	one (of); either one (of)				anyatara										añña + tara	taddhita	tara				PAT PK	dhammayuttika-pubbakicca	niṭṭhite ca pubbakicce, sace so divaso cātuddasīpaṇṇarasīsāmaggīnam'<b>aññataro</b>, yath'ājja uposatho paṇṇaraso.	Pubbakicca	Preliminary duty	International Pātimokkha	AN 3.35	hatthakasuttaṃ	kacci, bhante, bhagavā sukham'asayitthā'ti? evaṃ, kumāra, sukham'asayitthaṃ. ye ca pana loke sukhaṃ senti, ahaṃ tesaṃ <b>aññataro</b>'ti				SNP 38	dvayatānupassanāsuttaṃ	evaṃ sammā dvayat'ānupassino kho, bhikkhave, bhikkhuno appamattassa ātāpino pahit'attassa viharato dvinnaṃ phalānaṃ <b>aññataraṃ</b> phalaṃ pāṭikaṅkhaṃ, diṭṭh'eva dhamme aññā, sati vā upādisese anāgāmitā'ti.				SN 22.79	khajjanīyasuttaṃ	ye hi keci samaṇā vā brāhmaṇā vā anekavihitaṃ pubbenivāsaṃ anussaramānā anussaranti sabb'ete pañc'upādānakkhandhe anussaranti etesaṃ vā <b>aññataraṃ</b>.				nāññatara							80n	[sound:aññatara.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=aññatara 2&entry.1433863141=SBS"">Fix it here</a>"	Pubbakicca   
27803	20509	kariyamāna 1	prp of kariyati		pass	intrans	+instr	being done (by)				kriyamāṇa	√kṛ	make	1, 2, 5, 8	√kar	･	7	iya	do, make	√kar + iya > kariya (pass)	kariya + māna	kita	māna				PAT PK	dhammayuttika-pubbakicca	uposathakammassa pattakallattaṃ viditvā idāni <b>kariyamāno</b> uposatho saṅghena anumānetabbo.	pubbakicca	Preliminary duty	International Pātimokkha																										80n	[sound:coming-soon.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=kariyamāna 1&entry.1433863141=SBS"">Fix it here</a>"	pubbakicca   
70980	27448	chandāharaṇapārisuddhiāharaṇa	nt, act, comp					conveying consent and purity; carrying approval and innocence														chandāharaṇa + pārisuddhiāharaṇa						PAT PK	dhammayuttika-pubbakicca	<b>chand'āharaṇapārisuddhiāharaṇāni</b>, pana imissaṃ sīmāyaṃ hatthapāsaṃ vijahitvā nisinnānaṃ bhikkhūnaṃ abhāvato n'atthi.	Pubbakicca	Preliminary duty	International Pātimokkha																										80n	[sound:coming-soon.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=chandāharaṇapārisuddhiāharaṇa&entry.1433863141=SBS"">Fix it here</a>"	Pubbakicca   
70979	27447	chandāharaṇa	nt, act, comp					conveying consent; carrying approval														chanda + āharaṇa						PAT PK	dhammayuttika-pubbakicca	pānīyaparibhojanīya-upaṭṭhapanañ'ca, <b>chand'ārahānaṃ</b> bhikkhūnaṃ <b>chand'āharaṇañ</b>'ca, tesaññ'eva akat'uposathānaṃ pārisuddhiyā'pi āharaṇañ'ca	Pubbakicca	Preliminary duty	International Pātimokkha																										80n	[sound:coming-soon.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=chandāharaṇa&entry.1433863141=SBS"">Fix it here</a>"	Pubbakicca   
16796	27445	chandāraha	adj					entitled to give consent by proxy; is fit give agreement				chanda + arha										chanda + araha						PAT PK	dhammayuttika-pubbakicca	pānīyaparibhojanīyaupaṭṭhapanañ'ca, <b>chand'ārahānaṃ</b> bhikkhūnaṃ chand'āharaṇañ'ca, tesaññ'eva akat'uposathānaṃ pārisuddhiyā'pi āharaṇañ'ca	Pubbakicca	Preliminary duty	International Pātimokkha																										80n	[sound:coming-soon.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=chandāraha&entry.1433863141=SBS"">Fix it here</a>"	Pubbakicca   
16757	27393	chanda 2	masc, from chādeti					(vinaya) consent; agreement; approval				chanda	√chad √chand	seem, please	1, 2	√chand	･	8	*e	desire, please		√chand + a	kita	a				PAT PK	dhammayuttika-pubbakicca	pānīyaparibhojanīy'ūpaṭṭhapanañ'ca, <b>chanda</b>arahānaṃ bhikkhūnaṃ <b>chanda</b>āharaṇañ'ca, tesaññ'eva akat'uposathānaṃ pārisuddhiyā'pi āharaṇañ'ca	Pubbakicca	Preliminary duty	International Pātimokkha	VIN PAT PC 80	chandaṃadatvāgamanasikkhāpadaṃ	yo pana bhikkhu saṅghe vinicchayakathāya vattamānāya <b>chandaṃ</b> adatvā uṭṭhāy'āsanā pakkameyya, pācittiyaṃ.				VIN PAT PC 79	kammappaṭibāhanasikkhāpadaṃ	yo pana bhikkhu dhammikānaṃ kammānaṃ <b>chandaṃ</b> datvā pacchā khīyanadhammaṃ āpajjeyya, pācittiyaṃ.																	80n	[sound:chanda.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=chanda 2&entry.1433863141=SBS"">Fix it here</a>"	Pubbakicca   
50808	62291	sāmaggī 2	fem, from samagga					(vinaya) reaching peace; reconciliation; reunification	together in one place			samagraya										saṃ > sām + agga + *ī<br>samagga + *ī	taddhita	*ī	a > ā<br>ṃ > m			PAT PK	dhammayuttika-pubbakicca	niṭṭhite ca pubbakicce, sace so divaso cātuddasīpaṇṇarasī<b>sāmaggīnam</b>'aññataro, yath'ājja uposatho paṇṇaraso.	Pubbakicca	Preliminary duty	International Pātimokkha	VIN PAT PK	saṅghuposatha pubbakaraṇādi vidhi	uposatho: tīsu uposathadivasesu cātuddasī, paṇṇarasī, <b>sāmaggīsu</b>, ajj'uposatho ko uposatho?																							80n	[sound:coming-soon.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=sāmaggī 2&entry.1433863141=SBS"">Fix it here</a>"	Pubbakicca   
16117	26397	cātuddasī	fem, comp, from catuddasa					fourteenth day of the lunar fortnight				caturdaśī										catu > cātu + dasa + *ī<br>catuddasa + *ī	taddhita	*ī	a > ā			PAT PK	dhammayuttika-pubbakicca	niṭṭhite ca pubbakicce, sace so divaso <b>cātuddasī</b>paṇṇarasīsāmaggīnam'aññataro, yath'ājja uposatho paṇṇaraso.	Pubbakicca	Preliminary duty	International Pātimokkha	VIN PAT PK	saṅghuposatha pubbakaraṇādi vidhi	tīsu uposathadivasesu <b>cātuddasī</b>, paṇṇarasī, sāmaggīsu, ajj'uposatho ko uposatho?				MN 4	bhayabheravasuttaṃ	yaṃnūn'āhaṃ yā tā rattiyo abhiññātā abhilakkhitā, <b>cātuddasī</b> pañcadasī aṭṭhamī ca pakkhassa, tathārūpāsu rattīsu yāni tāni ārāmacetiyāni vanacetiyāni rukkhacetiyāni bhiṃsanakāni salomahaṃsāni tathārūpesu sen'āsanesu vihareyyaṃ app'eva nām'āhaṃ bhayabheravaṃpasseyyan'ti.													(MNa) <b>cātuddasī</b>'ti pakkhassa paṭhamadivasato pabhuti catuddasannaṃ pūraṇī ekā ratti.				80n	[sound:coming-soon.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=cātuddasī&entry.1433863141=SBS"">Fix it here</a>"	Pubbakicca   
12496	10508	avijahitvā	abs of na vijahati	neg		trans	+acc	having not left; having not given up				na + hitvā́	√hā	leave	3	√hā	･	1	a	abandon	√hā + hā + a > jaha	na > a + vi + jaha + itvā			h > j			PAT PK	dhammayuttika-pubbakicca	te ca kho hatthapāsaṃ <b>avijahitvā</b> ekasīmayaṃ ṭhitā.	Pubbakicca	Preliminary duty	International Pātimokkha																			vijahitvā							80n	[sound:coming-soon.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=avijahitvā&entry.1433863141=SBS"">Fix it here</a>"	Pubbakicca   
27668	20454	karaṇa 5	nt, act, from karoti					act of doing				karaṇa	√kṛ	make	1, 2, 5, 8	√kar	･	7	o	do, make		√kar + aṇa	kita	aṇa				PAT PK	dhammayuttika-pubbakicca	uposatha<b>karaṇato</b> pubbe navavidhaṃ pubbakiccaṃ kātabbaṃ hoti	Pubbakicca	Preliminary duty	International Pātimokkha	VIN PAT PK	saṅghuposatha pubbakaraṇādi vidhi	okāsa! sammajjanī, sammajjana<b>karaṇaṃ</b> kataṃ kiṃ?																							80n	[sound:coming-soon.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=karaṇa 5&entry.1433863141=SBS"">Fix it here</a>"	Pubbakicca   
63449	16510	uposathagga	nt, comp					observance hall				upavasatha + agāra										uposatha + agga				kammadhāraya	uposathagga + agga	PAT PK	dhammayuttika-pubbakicca	bhikkhugaṇanā nāma imasmiṃ <b>uposath'agge</b> uposath'atthāya sannipatitā bhikkhū ettakā'ti, bhikkhūnaṃ gaṇanā.	Pubbakicca	Preliminary duty	International Pātimokkha	VIN PAT PK	saṅghuposatha pubbakaraṇādi vidhi	imasmiṃ <b>uposath'agge</b> sannipatitānaṃ bhikkhūnaṃ gaṇanā kittakā bhikkhū honti?																							80n	[sound:coming-soon.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=uposathagga&entry.1433863141=SBS"">Fix it here</a>"	Pubbakicca   
59620	31307	tesañca	sandhi, pron + ind					and of them; and of those; and their				tānām + ca										tesaṃ + ca			ṃc > ñc			PAT PK	dhammayuttika-pubbakicca	<b>tesañ'ca</b> vikālabhojan'ādivasena vatthusabhāg'āpattiyo ce na vijjanti.	Pubbakicca	Preliminary duty	International Pātimokkha	SN 35.94	adantāguttasuttaṃ	saḷ'eva phass'āyatanāni bhikkhavo,<br>asaṃvuto yattha dukkhaṃ nigacchati,<br><b>tesañ'ca</b> ye saṃvaraṇaṃ avedisuṃ,<br>saddhādutiyā viharant'ānavassutā.																							80n	[sound:coming-soon.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=tesañca&entry.1433863141=SBS"">Fix it here</a>"	Pubbakicca   
5379	3988	anāpanna	pp of na āpajjati	neg			+acc	(of a monk) who has not committed; who has not fallen into (an offence)				āpanna	√pad	go	4	√pad	･	3	ya	go, step		na > an + ā + √pad + na	kita	na				PAT PK	dhammayuttika-pubbakicca	yāvatikā ca bhikkhū kammappattā saṅgh'uposath'ārahā cattāro vā tato vā atirekā pakatattā pārājikaṃ <b>anāpannā</b> saṅghena vā anukkhittā.	Pubbakicca	Preliminary duty	International Pātimokkha	AN 4.244	āpattibhayasuttaṃ	tass'etaṃ pāṭikaṅkhaṃ, <b>anāpanno</b> vā pārājikaṃ dhammaṃ na āpajjissati, āpanno vā pārājikaṃ dhammaṃ yathādhammaṃ paṭikarissati.																							80n	[sound:coming-soon.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=anāpanna&entry.1433863141=SBS"">Fix it here</a>"	Pubbakicca   
65445	65992	vatta 1.2	nt, from vattati					procedure; process; customary practice				vṛtta	√vṛt	turn	1	√vatt	･	1	a	be, proceed		√vatt + a	kita	a				PAT PK	dhammayuttika-pubbakicca	tattha purimesu catūsu kiccesu idāni suriy'ālokassa atthitāya n'atthi, aparāni tīṇi bhikkhūnaṃ <b>vattaṃ</b> jānantehi bhikkhūhi katāni pariniṭṭhitāni honti.	Pubbakicca	Preliminary duty	International Pātimokkha	ANa 3.68	kathāvatthusuttavaṇṇanā	paṭipadāya na saṇṭhātī'ti paṭipattiyaṃ na tiṭṭhati, <b>vattaṃ</b> ajānitvā apucchitabbaṭṭhāne pucchatī'ti attho. ayaṃ pañho nāma cetiy'aṅgaṇe pucchitena na kathetabbo, tathā bhikkhācāramagge gāmaṃ piṇḍāya caraṇakāle.																							80n	[sound:vatta.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=vatta 1.2&entry.1433863141=SBS"">Fix it here</a>"	Pubbakicca   
12912	12241	āyasmant 1	masc, from āyas					venerable; reverend	having age quality			āyuṣmat	√i	go	1, 2	√i	･	1	a	come, go		ā + √i > ay + *as + mant<br>āyas + mant	taddhita	mant	i > ay			PAT PK	dhammayuttika-pubbakicca	karomi <b>āyasmato</b> okāsaṃ	Pubbakicca	Preliminary duty	International Pātimokkha	DN 9.6	poṭṭhapādasuttaṃ	ty'āhaṃ upasaṅkamitvā evaṃ vadāmi, saccaṃ kira tumhe <b>āyasmanto</b> evaṃvādino evaṃdiṭṭhino, ek'antasukhī attā hoti arogo paraṃ maraṇā'ti?				SN 35.247	chappāṇakasuttaṃ	evam'eva kho, bhikkhave, idh'ekacco bhikkhu gāmagato vā araññagato vā labhati vattāraṃ, ayañ'ca kho <b>āyasmā</b> evaṃkārī evaṃsamācāro asucigāmakaṇṭako'ti.				DN 16.17	mahāparinibbānasuttaṃ	atha kho <b>āyasmato</b> ānandassa etad'ahosi, acchariyaṃ vata bho, abbhutaṃ vata bho, mahā vatāyaṃ bhūmicālo.					bhadanta, bhadante						80n	[sound:āyasmant.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=āyasmant 1&entry.1433863141=SBS"">Fix it here</a>"	Pubbakicca   
7014	4368	anukkhitta	pp of na ukkhipati	neg				(vinaya) not suspended				utkṣipta	√kṣip	throw	6	√khip	･	1	a	throw		na > an + ud + √khip + ta	kita	ta	d > k<br>p > t			PAT PK	dhammayuttika-pubbakicca	yāvatikā ca bhikkhū kammappattā saṅgh'uposath'ārahā cattāro vā tato vā atirekā pakatattā pārājikaṃ anāpannā saṅghena vā <b>anukkhittā</b>.	Pubbakicca	Preliminary duty	International Pātimokkha	VIN PAT PK	saṅghuposatha pubbakaraṇādi vidhi	yattakā bhikkhū tassa uposathakammassa pattā yuttā anurūpā, sabb'antimena paricchedena cattāro bhikkhū pakatattā, saṅghena <b>anukkhittā</b>, te ca kho hatthapāsaṃ avijahitvā ekasīmayaṃ ṭhitā.																ukkhitta							80n	[sound:coming-soon.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=anukkhitta&entry.1433863141=SBS"">Fix it here</a>"	Pubbakicca   
65231	66524	vasena 1	ind, adv, in comps, instr sg of vasa				+gen	due to; through; by means (of)	by the power			vaśena	√vaś	will	1, 2, 3	√vas	×	1	a	want, control		√vas + a + ena<br>vasa + ena						PAT PK	dhammayuttika-pubbakicca	evaṃ utuācikkhanaṃ. utūn'īdha pana sāsane hem'antagimhavassānānaṃ <b>vasena</b> tīṇi honti.	Pubbakicca	Preliminary duty	International Pātimokkha	UDa 1.10	bāhiyasuttaṃ vaṇṇanā	n'āhaṃ taṃ pamāṇaṃ atikkamitvā rajjan'ādi<b>vasena</b> uppajjituṃ dassāmī'ti evam'ettha attho daṭṭhabbo.																				(MW) by command of, by force of, on account of, by means of, according to			80n	[sound:coming-soon.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=vasena 1&entry.1433863141=SBS"">Fix it here</a>"	Pubbakicca   
65312	66569	vassāna	masc, from prp of vassati					monsoon; rainy season	raining			varṣā	√vṛṣ	rain	1, 6	√vass	･	1	a	rain		√vass + āna	kita	āna				PAT PK	dhammayuttika-pubbakicca	utun'idha pana sāsane hem'antagimha<b>vassānānaṃ</b> vassena tīṇi honti.	Pubbakicca	Preliminary duty	International Pātimokkha	VIN PAT PC 57	nahānasikkhāpadaṃ	tatth'āyaṃ samayo diyaḍḍho māso seso gimhānan'ti <b>vassānassa</b> paṭhamo māso icc'ete aḍḍhateyyamāsā uṇhasamayo, pariḷāhasamayo, gilānasamayo, kammasamayo, addhānagamanasamayo, vātavuṭṭhisamayo				MN 19	dvedhāvitakkasuttaṃ	seyyathā'pi, bhikkhave, <b>vassānaṃ</b> pacchime māse saradasamaye kiṭṭhasambādhe gopālako gāvo rakkheyya. so tā gāvo tato tato daṇḍena ākoṭeyya paṭikoṭeyya sannirundheyya sannivāreyya.											vassānotu			(PED) orig. gen. pl. of vassa = vassānaṃ, fr. combination vassāna(ṃ) māse, in a month of raining			80n	[sound:coming-soon.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=vassāna&entry.1433863141=SBS"">Fix it here</a>"	Pubbakicca   
71119	14622	utūnīdha	sandhi, nt + ind					(there are) seasons here; now (there are) times of year														utūni + idha						PAT PK	dhammayuttika-pubbakicca	evaṃ utuācikkhanaṃ. <b>utūn'īdha</b> pana sāsane hem'anta-gimha-vassānānaṃ vasena tīṇi honti.	Pubbakicca	Preliminary duty	International Pātimokkha																										80n	[sound:coming-soon.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=utūnīdha&entry.1433863141=SBS"">Fix it here</a>"	Pubbakicca   
64108	14605	utukkhāna	nt, act, comp					announcing the season				ṛtu + ākhyāna										utu + akkhāna				dutiyā tappurisa	ut<b>uṃ</b> + akkhāna	PAT PK	dhammayuttika-pubbakicca	<b>utukkhānañ</b>'ca, bhikkhugaṇanā'ca, bhikkhunīnam'ovādo cā'ti.	Pubbakicca	Preliminary duty	International Pātimokkha	VIN PAT PK	saṅghuposatha pubbakaraṇādi vidhi	chandaparisuddhi, <b>utu'kkhānaṃ</b>, bhikkhugaṇanā ca, ovādo, uposathassa etāni, pubbakiccan'ti vuccati.																							80n	[sound:coming-soon.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=utukkhāna&entry.1433863141=SBS"">Fix it here</a>"	Pubbakicca   
52237	60257	sampatta 1	pp of sampāpuṇāti					reached; arrived; is here				samprāpta	√āp	obtain	5	√ap	･	4	uṇā	reach, attain		saṃ + pa + √ap + ta	kita	ta	ṃ > m<br>p > t			PAT PK	dhammayuttika-pubbakicca	eko uposatho <b>sampatto</b>, dve uposathā atikkantā, pañca uposathā avasiṭṭhā.	Pubbakicca	Preliminary duty	International Pātimokkha	DHPa 2.18.10	meṇḍakaseṭṭhi vatthu	so aparena samayena chātakabhaye <b>sampatte</b> yathānikkhittaṃ dhaññaṃ paribhuñjanto koṭṭhesu ca cāṭiādīsu ca nikkhittadhaññe parikkhīṇe parijane pakkosāpetvā āha.																	ajjhupagata, ajjhupāgata, ajjhūpagata, anuppatta						80n	[sound:coming-soon.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=sampatta 1&entry.1433863141=SBS"">Fix it here</a>"	Pubbakicca   
71118	14602	utuācikkhana	nt, act, comp					stating the season; announcing the time of year														utu + ācikkhana						PAT PK	dhammayuttika-pubbakicca	evaṃ <b>utuācikkhanaṃ</b>. utūn'īdha pana sāsane hem'anta-gimha-vassānānaṃ vasena tīṇi honti.	Pubbakicca	Preliminary duty	International Pātimokkha																										80n	[sound:coming-soon.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=utuācikkhana&entry.1433863141=SBS"">Fix it here</a>"	Pubbakicca   
43348	44163	parisuddhi	fem, abstr, from parisujjhati					(vinaya) purity; innocence				pariśuddhi	√śudh	purify	4	√sudh	･	3	ya	be pure		pari + √sudh + ti	kita	ti	dht > ddh			PAT PK	dhammayuttika-pubbakicca	pānīyaparibhojanīyaupaṭṭhapanañ'ca, chand'ārahānaṃ bhikkhūnaṃ chandaāharaṇañ'ca, tesaññ'eva akatauposathānaṃ <b>pārisuddhiyā</b>'pi āharaṇañ'ca	Pubbakicca	Preliminary duty	International Pātimokkha	VIN PAT PK	saṅghuposatha pubbakaraṇādi vidhi	chanda<b>parisuddhi</b>, utu'kkhānaṃ, bhikkhugaṇanā ca, ovādo, uposathassa etāni, pubbakiccan'ti vuccati.				VIN PAT NID	nidānuddeso	kiṃ saṅghassa pubbakiccaṃ? <b>pārisuddhiṃ</b> āyasmanto ārocetha												pārisuddhi					80n	[sound:coming-soon.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=parisuddhi&entry.1433863141=SBS"">Fix it here</a>"	Pubbakicca   
71123	66570	vassānotu	masc, comp					monsoon; rainy season														vassāna + utu						PAT PK	dhammayuttika-pubbakicca	ayaṃ <b>vassāno'tu</b>, asmiñ'ca utumhi aṭṭha uposathā, iminā pakkhena: eko uposatho sampatto, eko uposathā atikkantā, cha uposathā avasiṭṭhā.	Pubbakicca	Preliminary duty	International Pātimokkha																				vassāna						80n	[sound:coming-soon.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=vassānotu&entry.1433863141=SBS"">Fix it here</a>"	Pubbakicca   
