user_id	id	pali_1	grammar	neg	verb	trans	plus_case	meaning_1	meaning_lit	ru_meaning	sanskrit	sanskrit_root	sanskrit_root_meaning	sanskrit_root_class	root	root_has_verb	root_group	root_sign	root_meaning	root_base	construction	derivative	suffix	phonetic	compound_type	compound_construction	sbs_source_1	sbs_sutta_1	sbs_example_1	link	sbs_audio	test	feedback
27852	20737	kasā	fem					whip; crop; lash		хлыст; кнут; плеть	kaśa																DHP 144	daṇḍavaggo	asso yathā bhadro <b>kasā</b>niviṭṭho, ātāpino saṃvegino bhavātha,<br>saddhāya sīlena ca vīriyena ca, samādhinā dhammavinicchayena ca		[sound:coming-soon.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=kasā&entry.1433863141=Parittas"">Fix it here</a>"
52144	60310	sampannavijjācaraṇa	adj, comp					perfect in theory and practice; accomplished in understanding and action; having wisdom and ethical conduct		совершенный в теории и на практике; искусный в понимании и действии; обладающий мудростью и нравственным поведением	sampanna + vidyācaraṇa										sampanna + vijjā + caraṇa				tatiyā tappurisa > bahubbīhi	sampanna + vijjācaraṇ<b>ena</b>	DHP 144	daṇḍavaggo	asso yathā bhadro kasāniviṭṭho,<br>ātāpino saṃvegino bhavātha,<br>saddhāya sīlena ca vīriyena ca,<br>samādhinā dhammavinicchayena ca,<br><b>sampannavijjācaraṇā</b> patissatā,<br>jahissatha dukkham'idaṃ anappakaṃ.			02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=sampannavijjācaraṇa&entry.1433863141=Parittas"">Fix it here</a>"
52837	61979	saṃvegī	adj, from saṃvejeti		caus			anxious; feeling a sense of urgency		опасающийся; чувствующий неотложность	saṃ + vegin	√vij	tremble	1, 6	√vij	･	3	*e	shake, be afraid, be in awe	√vij + *e > veje > vege (caus, irreg)	saṃ + veje > vege + ī	kita	ī	i > e<br>j > g			DHP 144	daṇḍavaggo	asso yathā bhadro kasāniviṭṭho,<br>ātāpino <b>saṃvegino</b> bhavātha,<br>saddhāya sīlena ca vīriyena ca,<br>samādhinā dhammavinicchayena ca,<br>sampannavijjācaraṇā patissatā,<br>jahissatha dukkham'idaṃ anappakaṃ.			02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=saṃvegī&entry.1433863141=Parittas"">Fix it here</a>"
10830	11470	ātāpī	adj, from ātapati					avid; ardent; zealous; with continuous effort	burning	пылкий; активный; решительный	ātāpin	√tap	heat	1	√tap	･	1	a	burn, radiate heat		ā + √tap > tāp + *ī	kita	*ī	a > ā			DHP 144	daṇḍavaggo	asso yathā bhadro kasāniviṭṭho,<br><b>ātāpino</b> saṃvegino bhavātha,<br>saddhāya sīlena ca vīriyena ca,<br>samādhinā dhammavinicchayena ca,<br>sampannavijjācaraṇā patissatā,<br>jahissatha dukkham'idaṃ anappakaṃ.		[sound:ātāpī.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=ātāpī&entry.1433863141=Parittas"">Fix it here</a>"
45420	41829	patissata	pp of paṭisarati					self-aware; thoughtful; mindful	remembering oneself	само-сознающий; внимательный; осознанный	prati + smṛta	√smṛ	remember	1	√sar	･	1	a	remember		pati + √sar + ta	kita	ta	rt > t			DHP 144	daṇḍavaggo	asso yathā bhadro kasāniviṭṭho,<br>ātāpino saṃvegino bhavātha,<br>saddhāya sīlena ca vīriyena ca,<br>samādhinā dhammavinicchayena ca,<br>sampannavijjācaraṇā <b>patissatā</b>,<br>jahissatha dukkham'idaṃ anappakaṃ.			02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=patissata&entry.1433863141=Parittas"">Fix it here</a>"
68068	69911	vīriya 1	nt					effort; energy; might; power	virility	бодрость; энергия; усилие; решительность; рьяность	vīrya	√vīr	be powerful	10	√vīr	×	8	*e	be heroic, hostile		√vīr + iya	kita	iya				DHP 144	daṇḍavaggo	asso yathā bhadro kasāniviṭṭho,<br>ātāpino saṃvegino bhavātha,<br>saddhāya sīlena ca <b>vīriyena</b> ca,<br>samādhinā dhammavinicchayena ca,<br>sampannavijjācaraṇā patissatā,<br>jahissatha dukkham'idaṃ anappakaṃ.		[sound:vīriya.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=vīriya 1&entry.1433863141=Parittas"">Fix it here</a>"
67491	68161	vinicchaya 1	masc, from vinicchināti					discrimination; distinction; evaluation; assessment		распознавание; различение; определение	viniścaya	√ci	gather	1, 2, 5	√ci	･	5	nā	gather, accumulate		vi + nī + √ci > chay + *a	kita	*a	īc > icc<br>c > ch (Kacc 20, 27)<br>i > ay			DHP 144	daṇḍavaggo	asso yathā bhadro kasāniviṭṭho, ātāpino saṃvegino bhavātha,<br>saddhāya sīlena ca vīriyena ca, samādhinā dhamma<b>vinicchayena</b> ca		[sound:coming-soon.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=vinicchaya 1&entry.1433863141=Parittas"">Fix it here</a>"
19000	34918	dhammavinicchaya	masc, comp					discrimination of mental phenomena; evaluation of mental processes; investigation of reality		различение ментальных явлений; оценка процессов ума; исследование действительности	dharma + viniścaya										dhamma + vinicchaya				kammadhāraya	dhamma + vinicchaya	DHP 144	daṇḍavaggo	asso yathā bhadro kasāniviṭṭho,<br>ātāpino saṃvegino bhavātha,<br>saddhāya sīlena ca vīriyena ca,<br>samādhinā <b>dhammavinicchayena</b> ca,<br>sampannavijjācaraṇā patissatā,<br>jahissatha dukkham'idaṃ anappakaṃ.			02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=dhammavinicchaya&entry.1433863141=Parittas"">Fix it here</a>"
49685	58069	saddhā 1	fem, abstr, from saddahati				+loc	faith (in); belief (in); trust (in)	putting heart	доверие; вера	śraddhā	√dhā	put	1, 2, 3	√dhā	･	1	a	place, support		sad + √dhā + ā	kita	ā				DHP 144	daṇḍavaggo	asso yathā bhadro kasāniviṭṭho,<br>ātāpino saṃvegino bhavātha,<br><b>saddhāya</b> sīlena ca vīriyena ca,<br>samādhinā dhammavinicchayena ca,<br>sampannavijjācaraṇā patissatā,<br>jahissatha dukkham'idaṃ anappakaṃ.		[sound:saddhā.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=saddhā 1&entry.1433863141=Parittas"">Fix it here</a>"
66810	67628	vijjācaraṇa	nt, comp					understanding and action; wisdom and ethical conduct; theory and practice		понимание и поведение; мудрость и действия	vidyācaraṇa										vijjā + caraṇa				dvanda	vijjā <b>ca</b> caraṇa <b>ca</b>	DHP 144	daṇḍavaggo	asso yathā bhadro kasāniviṭṭho,<br>ātāpino saṃvegino bhavātha,<br>saddhāya sīlena ca vīriyena ca,<br>samādhinā dhammavinicchayena ca,<br>sampanna<b>vijjācaraṇā</b> patissatā,<br>jahissatha dukkham'idaṃ anappakaṃ.		[sound:coming-soon.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=vijjācaraṇa&entry.1433863141=Parittas"">Fix it here</a>"
5414	3727	anappaka	adj, from na appa	neg				great; considerable; not insignificant		большой; значительный; немаловажный	na + alpaka										na > an + appa + ka<br>anappa + ka	taddhita	ka		kammadhāraya	na + appaka	DHP 144	daṇḍavaggo	asso yathā bhadro kasāniviṭṭho,<br>ātāpino saṃvegino bhavātha,<br>saddhāya sīlena ca vīriyena ca,<br>samādhinā dhammavinicchayena ca,<br>sampannavijjācaraṇā patissatā,<br>jahissatha dukkham'idaṃ <b>anappakaṃ</b>.		[sound:coming-soon.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=anappaka&entry.1433863141=Parittas"">Fix it here</a>"
56799	64201	subbata 2	masc, from vata					virtuous person; one of good conduct; religious person	who has good ritual observance	добродетельный человек; с хорошим поведением	suvrata	√vṛt	turn	1	√vat	×	1	a	be, proceed		su + √vat > bat + a	kita	a	v > b	kammadhāraya	su + vata	DHP 145	daṇḍavaggo	udakañ'hi nayanti nettikā,<br>usukārā namayanti tejanaṃ,<br>dāruṃ namayanti tacchakā,<br>attānaṃ damayanti <b>subbatā</b>.			02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=subbata 2&entry.1433863141=Parittas"">Fix it here</a>"
36248	38758	nettika 2	masc, agent, from netta					irrigator	who leads	ороситель	netṛ + ika	√nī	lead	1, 2	√nī	･	1	a	lead, carry		√nī > ne + *tta + ika<br>netta + ika	taddhita	ika	ī > e			DHP 145	daṇḍavaggo	udakañ'hi nayanti <b>nettikā</b>,<br>usukārā namayanti tejanaṃ,<br>dāruṃ namayanti tacchakā,<br>attānaṃ damayanti subbatā.			02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=nettika 2&entry.1433863141=Parittas"">Fix it here</a>"
54926	57617	sati 2.1	prp, masc loc sg of santa, loc abs			intrans		when is; when exists	in being	когда есть; в то время как существует	sati	√as	be	2	√as	･	1	a	be	√as + a > asa > sa (irreg)	sa + nta + ti<br>santa + ti						DHP 146	jarāvaggo	ko nu hāso kim'ānando,<br>niccaṃ pajjalite <b>sati</b>,<br>andhakārena onaddhā,<br>padīpaṃ na gavesatha.		[sound:sati.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=sati 2.1&entry.1433863141=Parittas"">Fix it here</a>"
38890	18658	onaddha	pp of onandhati				+instr	enveloped (with); covered (with); wrapped (with)		окутанный; покрытый; обернутый	avanaddha	√nah	tie	4	√nadh	･	2	ṃa	wrap, twist		ava + √nadh + ta	kita	ta	ava > o<br>dht > ddh			DHP 146	jarāvaggo	ko nu hāso kim'ānando,<br>niccaṃ pajjalite sati,<br>andhakārena <b>onaddhā</b>,<br>padīpaṃ na gavesatha.		[sound:onaddha.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=onaddha&entry.1433863141=Parittas"">Fix it here</a>"
23981	71197	hāsa 1	masc, from hasati					laughter; joke		смех; шутки	hāsa	√hṛṣ √has	laugh	1	√has	･	1	a	elate, laugh		√has > hās + *a	kita	*a	a > ā			DHP 146	jarāvaggo	ko nu <b>hāso</b> kim'ānando,<br>niccaṃ pajjalite sati,<br>andhakārena onaddhā,<br>padīpaṃ na gavesatha.			02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=hāsa 1&entry.1433863141=Parittas"">Fix it here</a>"
22973	24597	gavesati 1	pr			trans	+acc	seeks (for); searches (for); looks (for)		ищет; разыскивает	gaveṣate	√gaveṣ	seek, search	1, 10	√gaves	･	1	a	seek, search	√gaves + a > gavesa	gavesa + ti						DHP 146	jarāvaggo	ko nu hāso kim'ānando,<br>niccaṃ pajjalite sati,<br>andhakārena onaddhā,<br>padīpaṃ na <b>gavesatha</b>.			02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=gavesati 1&entry.1433863141=Parittas"">Fix it here</a>"
5708	5898	andhakāra	masc, comp					darkness; blackness; blindness	blind making	темнота; чернота; слепота	andhakāra										andha + kāra				dutiyā tappurisa	andh<b>aṃ</b> + kāra	DHP 146	jarāvaggo	ko nu hāso kim'ānando,<br>niccaṃ pajjalite sati,<br><b>andhakārena</b> onaddhā,<br>padīpaṃ na gavesatha.		[sound:coming-soon.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=andhakāra&entry.1433863141=Parittas"">Fix it here</a>"
29917	22925	ko nu	idiom, pron + ind, interr					what?; why?; what for?; who?		какой?; почему?; зачем?; кто?	kaḥ + nu																DHP 146	jarāvaggo	<b>ko nu</b> hāso kim'ānando,<br>niccaṃ pajjalite sati,<br>andhakārena onaddhā,<br>padīpaṃ na gavesatha.			02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=ko nu&entry.1433863141=Parittas"">Fix it here</a>"
40195	42159	padīpa	masc, from padīpeti					lamp; light; lantern; lighting		лампа; свет; освещение	pradīpa	√dīp	shine	4	√dīp	･	3	ya	shine, explain		pa + √dīp + a	kita	a				DHP 146	jarāvaggo	ko nu hāso kim'ānando,<br>niccaṃ pajjalite sati,<br>andhakārena onaddhā,<br><b>padīpaṃ</b> na gavesatha.		[sound:coming-soon.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=padīpa&entry.1433863141=Parittas"">Fix it here</a>"
5198	11717	ānanda 1	masc, abstr, from ānandati					happiness; joy		счастье; радость	ānanda	√nand	rejoice	1	√nand	･	1	a	delight, enjoy		ā + √nand + a	kita	a				DHP 146	jarāvaggo	ko nu hāso kim'<b>ānando</b>,<br>niccaṃ pajjalite sati,<br>andhakārena onaddhā,<br>padīpaṃ na gavesatha.		[sound:ānanda.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=ānanda 1&entry.1433863141=Parittas"">Fix it here</a>"
17260	26566	cittakata 1.1	adj, comp					mind-made; mentally manufactured		созданный умом	citta + kṛta										citta + kata				tatiyā tappurisa	citt<b>ena</b> + kata	DHP 147	jarāvaggo	passa <b>cittakataṃ</b> bimbaṃ,<br>arukāyaṃ samussitaṃ,<br>āturaṃ bahusaṅkappaṃ,<br>yassa n'atthi dhuvaṃ ṭhiti.		[sound:coming-soon.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=cittakata 1.1&entry.1433863141=Parittas"">Fix it here</a>"
13356	48204	bahusaṅkappa	adj, comp					full of plans; with many intentions		полный планов; с множеством намерений	bahu + saṃkalpa										bahu + saṅkappa				kammadhāraya	bahu + saṅkappa	DHP 147	jarāvaggo	passa cittakataṃ bimbaṃ,<br>arukāyaṃ samussitaṃ,<br>āturaṃ <b>bahusaṅkappaṃ</b>,<br>yassa n'atthi dhuvaṃ ṭhiti.		[sound:coming-soon.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=bahusaṅkappa&entry.1433863141=Parittas"">Fix it here</a>"
17261	26567	cittakata 2.1	adj, comp					well adorned		хорошо украшенный	citrīkṛta										citta + kata				kammadhāraya	citta + kata	DHP 147	jarāvaggo	passa <b>cittakataṃ</b> bimbaṃ,<br>arukāyaṃ samussitaṃ,<br>āturaṃ bahusaṅkappaṃ,<br>yassa n'atthi dhuvaṃ ṭhiti.		[sound:coming-soon.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=cittakata 2.1&entry.1433863141=Parittas"">Fix it here</a>"
14998	48425	bimba 1	nt					form; image; doll; puppet; body		форма; образ; кукла; марионетка; тело	bimba																DHP 147	jarāvaggo	passa cittakataṃ <b>bimbaṃ</b>,<br>arukāyaṃ samussitaṃ,<br>āturaṃ bahusaṅkappaṃ,<br>yassa n'atthi dhuvaṃ ṭhiti.		[sound:coming-soon.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=bimba 1&entry.1433863141=Parittas"">Fix it here</a>"
43938	44736	passa 2.1	imp 2nd sg of passatu			trans	+acc	see!; look (at)!		гляди! смотри! наблюдай!	paśya	√dṛś	see	1	√dis	･	1	a	see	√dis + a > disa > passa (irreg)	passa + a						DHP 147	jarāvaggo	<b>passa</b> cittakataṃ bimbaṃ,<br>arukāyaṃ samussitaṃ,<br>āturaṃ bahusaṅkappaṃ,<br>yassa n'atthi dhuvaṃ ṭhiti.		[sound:passa.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=passa 2.1&entry.1433863141=Parittas"">Fix it here</a>"
9714	9053	aru	nt					wound; sore; injury		рана; язва	arus																DHP 147	jarāvaggo	passa cittakataṃ bimbaṃ,<br><b>aru</b>kāyaṃ samussitaṃ,<br>āturaṃ bahusaṅkappaṃ,<br>yassa n'atthi dhuvaṃ ṭhiti.		[sound:coming-soon.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=aru&entry.1433863141=Parittas"">Fix it here</a>"
19437	35247	dhuvaṃ	ind, adv, acc sg of dhuva					permanently; continuously; constantly; always		неизменно; непрерывно; постоянно; всегда	dhruvam	√dhru √dhruv	be firm or fixed	6	√dhuv	×	1	a	be firm, solid		√dhuv + a + aṃ<br>dhuva + aṃ						DHP 147	jarāvaggo	passa cittakataṃ bimbaṃ,<br>arukāyaṃ samussitaṃ,<br>āturaṃ bahusaṅkappaṃ,<br>yassa n'atthi <b>dhuvaṃ</b> ṭhiti.		[sound:coming-soon.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=dhuvaṃ&entry.1433863141=Parittas"">Fix it here</a>"
52708	60130	samussita 1	pp of samusseti					elevated; propped up	supported up together	построенный (из); собранный (из); составленный (из)	samucchrita	√śri √śṛ	resort	1	√si	･	1	a	depend on, associate with		saṃ + ud + √si + ta	kita	ta	ṃ > m<br>d > s			DHP 147	jarāvaggo	passa cittakataṃ bimbaṃ,<br>arukāyaṃ <b>samussitaṃ</b>,<br>āturaṃ bahusaṅkappaṃ,<br>yassa n'atthi dhuvaṃ ṭhiti.		[sound:coming-soon.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=samussita 1&entry.1433863141=Parittas"">Fix it here</a>"
9730	9056	arukāya	masc, comp					collection of wounds; mass of sores		совокупность ран; масса язв	arus + kāya										aru + kāya				chaṭṭhī tappurisa	ar<b>ūnaṃ</b> + kāya	DHP 147	jarāvaggo	passa cittakataṃ bimbaṃ,<br><b>arukāyaṃ</b> samussitaṃ,<br>āturaṃ bahusaṅkappaṃ,<br>yassa n'atthi dhuvaṃ ṭhiti.		[sound:coming-soon.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=arukāya&entry.1433863141=Parittas"">Fix it here</a>"
14459	49964	bhijjati	pr, pass of bhindati			trans	+acc	is broken; is destroyed		ломается; уничтожается	bhidyate	√bhid	split	1, 7	√bhid	･	2	ya	break, split	√bhid + ya > bhijja (pass)	bhijja + ti			dy > jj			DHP 148	jarāvaggo	parijiṇṇam'idaṃ rūpaṃ,<br>roganīḷaṃ pabhaṅguraṃ,<br><b>bhijjati</b> pūtisandeho,<br>maraṇ'antañ'hi jīvitaṃ.			02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=bhijjati&entry.1433863141=Parittas"">Fix it here</a>"
39438	42567	pabhaṅgura 1	adj, from pabhañjati					brittle; breakable; fragile; perishable		хрупкий; ломкий; слабый; бренный	prabhaṅgura	√bhañj	break	7	√bhañj	･	1	a	break, destroy		pa + √bhañj > bhaṅg + ura	kita	ura	ñj > ṅg			DHP 148	jarāvaggo	parijiṇṇam'idaṃ rūpaṃ,<br>roganīḷaṃ <b>pabhaṅguraṃ</b>,<br>bhijjati pūtisandeho,<br>maraṇ'antañ'hi jīvitaṃ.			02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=pabhaṅgura 1&entry.1433863141=Parittas"">Fix it here</a>"
33447	51455	maraṇanta	adj, comp					ending in death; culminating in death		заканчивается смертью; завершается смертью	maraṇa + anta										maraṇa + anta				kammadhāraya	maraṇa + anta	DHP 148	jarāvaggo	parijiṇṇam'idaṃ rūpaṃ,<br>roganīḷaṃ pabhaṅguraṃ,<br>bhijjati pūtisandeho,<br><b>maraṇ'antañ</b>'hi jīvitaṃ.			02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=maraṇanta&entry.1433863141=Parittas"">Fix it here</a>"
48944	55152	rūpa 2	nt					body; physical body; material bodily	form	тело; физическое тело; телесная форма	rūpa	√rūp	form	10	√rūp	･	8	*e	form, produce		√rūp + a	kita	a				DHP 148	jarāvaggo	parijiṇṇam'idaṃ <b>rūpaṃ</b>, roganīḷaṃ pabhaṅguraṃ,<br>bhijjati pūtisandeho, maraṇ'antañ'hi jīvitaṃ.		[sound:rūpa.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=rūpa 2&entry.1433863141=Parittas"">Fix it here</a>"
53127	58420	sandeha 2	masc, from deha					body	accumulation	тело	saṃdeha	√dih	smear	2	√dih	×	1	a	accumulate, smear		saṃ + √dih > deh + *a	kita	*a	i > e			DHP 148	jarāvaggo	parijiṇṇam'idaṃ rūpaṃ,<br>roganīḷaṃ pabhaṅguraṃ,<br>bhijjati pūti<b>sandeho</b>,<br>maraṇ'antañ'hi jīvitaṃ.			02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=sandeha 2&entry.1433863141=Parittas"">Fix it here</a>"
48774	55357	roganīḷa	nt, comp					abode of disease; nest of illness		рассадник заразы; гнездо болезни	roga + nīḍa										roga + nīḷa				chaṭṭhī tappurisa	rog<b>assa</b> + nīḷa	DHP 148	jarāvaggo	parijiṇṇam'idaṃ rūpaṃ,<br><b>roganīḷaṃ</b> pabhaṅguraṃ,<br>bhijjati pūtisandeho,<br>maraṇ'antañ'hi jīvitaṃ.			02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=roganīḷa&entry.1433863141=Parittas"">Fix it here</a>"
37267	38662	nīḷa	nt					nest; settling place; resting place		место оседания; место отдыха; гнездо	nīḍa																DHP 148	jarāvaggo	parijiṇṇam'idaṃ rūpaṃ,<br>roga<b>nīḷaṃ</b> pabhaṅguraṃ,<br>bhijjati pūtisandeho,<br>maraṇ'antañ'hi jīvitaṃ.			02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=nīḷa&entry.1433863141=Parittas"">Fix it here</a>"
48001	47210	pūtisandeha	masc, comp					rotting mass; fetid body; putrid accumulation		гниющая масса; зловонное тело; гнилостное скопление	pūti + saṃdeha										pūti + sandeha				kammadhāraya	pūti + sandeha	DHP 148	jarāvaggo	parijiṇṇam'idaṃ rūpaṃ,<br>roganīḷaṃ pabhaṅguraṃ,<br>bhijjati <b>pūtisandeho</b>,<br>maraṇ'antañ'hi jīvitaṃ.			02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=pūtisandeha&entry.1433863141=Parittas"">Fix it here</a>"
