ID	Pāli1	POS	Grammar	Derived from	Neg	Verb	Trans	Case	Meaning IN CONTEXT	Meaning in native language	Meaning in SBS-PER	Pāli Root	Base	Construction	Sanskrit	Sk Root	Variant	Commentary	Notes	Source1	Sutta1	Example1	Pali chant 1	English chant 1	Chapter 1	Source2	Sutta2	Example2	Pali chant 2	English chant 2	Chapter 2	Source3	Sutta3	Example3	Pali chant 3	English chant 3	Chapter 3	Index	Test	audio	Feedback	Tags
34463	mūla 1	nt							(of a tree) root; base; foot			√mūl 1 a (to support)		√mūl + a	mūra, mūla	√mūl				DHP 338	taṇhāvaggo	yathā’pi <b>mūle</b> anupaddave daḷhe, chinno’pi rukkho punar’eva rūhati, <br/>evam’pi taṇhā-anusaye anūhate, nibbattatī dukkham’idaṃ punappunaṃ.				MN 118	ānāpānassatisuttaṃ	idha, bhikkhave, bhikkhu araññagato vā rukkha-<b>mūla</b>-gato vā suññ'āgāra-gato vā nisīdati, pallaṅkaṃ ābhujitvā, ujuṃ kāyaṃ paṇidhāya, parimukhaṃ satiṃ upaṭṭhapetvā.	Ānāpānassati	Mindfulness of Breathing	Teachings	TH 257	pārāpariyattheragāthā	araññe rukkha-<b>mūlesu</b>, kandarāsu guhāsu ca.<br/>vivekam’anubrūhantā, vihaṃsu tap’parāyanā	Pārāpariya-thera-gāthā	From the Elder Pārāpariya	Verses	22n	55	[sound:mūla.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=mūla 1&entry.1433863141=Anki"">Fix it here</a>."	 Ānāpānassati Pārāpariya-thera-gāthā
54980	satova	sandhi	adj + ind						just mindful; simply attentive					sato + eva	smṛtaḥ + eva											MN 118	ānāpānassatisuttaṃ	idha, bhikkhave, bhikkhu araññagato vā rukkhamūlagato vā suññ'āgāragato vā nisīdati pallaṅkaṃ ābhujitvā ujuṃ kāyaṃ paṇidhāya parimukhaṃ satiṃ upaṭṭhapetvā. so <b>sato'va</b> assasati <b>sato'va</b> passasati.	Ānāpānassati	Mindfulness of Breathing	Teachings							22n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=satova&entry.1433863141=Anki"">Fix it here</a>."	 Ānāpānassati 
7328	anupassī 1	adj	in comps	anupassati				+acc	looking (at); observing; following; noticing; witnessing; watching			√dis 1 a (to see)	√dis + a > passa (irreg)	anu + passa + ī	anupaśya	√dṛś				DHP 253	malavaggo	paravajja-<b>anupassissa</b>, niccaṃ ujjhānasaññino,<br/>āsavā tassa vaḍḍhanti, ārā so āsavakkhayā.				DN 22.18	mahāsatipaṭṭhānasuttaṃ	idha, bhikkhave, bhikkhu kāye kāy’<b>ānupassī</b> viharati ātāpī sampajāno satimā, vineyya loke abhijjhā-domanassaṃ	Ariy’aṭṭhaṅgika-magga	The Noble Eightfold Path	Teachings	MN 118	ānāpānassatisuttaṃ	anicca-<b>anupassī</b> assasissāmī’ti sikkhati, anicca-<b>anupassī</b> passasissāmī’ti sikkhati	Ānāpānassati	Mindfulness of Breathing	Teachings	22n	55	[sound:anupassī.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=anupassī 1&entry.1433863141=Anki"">Fix it here</a>."	 Ariy’aṭṭhaṅgika-magga Ānāpānassati
37743	nirodhānupassī	adj	comp						observing cessation; watching ending					nirodha + anupassī	nirodha + anudarśana			(SNa) nirodh'ānupassī'ti nirodhaṃ anupassanto.		AN 7.61	pacalāyamānasuttaṃ	so tāsu vedanāsu anicc'ānupassī viharati, virāg'ānupassī viharati, <b>nirodh'ānupassī</b> viharati, paṭinissagg'ānupassī viharati.				MN 118	ānāpānassatisuttaṃ	nirodh'ānupassī assasissāmī'ti sikkhati, <b>nirodh'ānupassī</b> passasissāmī'ti sikkhati.	Ānāpānassati	Mindfulness of Breathing	Teachings							22n	55	[sound:nirodhānupassī.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=nirodhānupassī&entry.1433863141=Anki"">Fix it here</a>."	 Ānāpānassati 
45076	paṭinissaggānupassī	adj	comp						observing letting go; watching relinquishment					paṭinissagga + anupassī	pratiniḥsṛjya + anudarśana			(SNa) paṭinissagg'ānupassī'ti paṭinissaggaṃ anupassanto.<br/>(ANa) paṭinissagg'ānupassī'ti ettha paṭinissaggo vuccati vossaggo. so ca pariccāgavossaggo pakkhandanavossaggo'ti duvidho hoti.		AN 7.61	pacalāyamānasuttaṃ	so tāsu vedanāsu anicc'ānupassī viharati, virāg'ānupassī viharati, nirodh'ānupassī viharati, <b>paṭinissagg'ānupassī</b> viharati.				MN 118	ānāpānassatisuttaṃ	paṭinissagg'ānupassī assasissāmī'ti sikkhati, <b>paṭinissagg'ānupassī</b> passasissāmī'ti sikkhati.	Ānāpānassati	Mindfulness of Breathing	Teachings							22n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=paṭinissaggānupassī&entry.1433863141=Anki"">Fix it here</a>."	 Ānāpānassati 
66834	vijjāvimutti	fem	comp						liberation and understanding; release and discernment; (or) emancipation through wisdom					vijjā + vimutti	vidyā + vimukti			(ANa) vijjāvimuttin'ti phalañāṇañ'c'eva sesasampayuttadhamme ca.	(NCPED) emancipation through wisdom	AN 10.61	avijjāsuttaṃ	<b>vijjāvimuttim</b>’p’āhaṃ sāhāraṃ vadāmi, no anāhāraṃ. ko c’āhāro <b>vijjāvimuttiyā</b>? ‘satta bojjh'aṅgā’ti’ssa vacanīyaṃ.				MN 118	ānāpānassatisuttaṃ	satta-bojjh'aṅgā bhāvitā bahulīkatā <b>vijjāvimuttiṃ</b> paripūrenti	Ānāpānassati	Mindfulness of Breathing	Teachings							22n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=vijjāvimutti&entry.1433863141=Anki"">Fix it here</a>."	 Ānāpānassati 
54835	sata 1	adj		sarati					mindful; present; attentive; recollecting			√sar 1 a (to remember)		√sar + ta	smṛta	√smṛ				SNP 57	tissametteyya māṇava pucchā<br/> pārāyanavaggo 2	kāmesu brahmacariyavā, vītataṇho sadā <b>sato</b>, <br/>saṅkhāya nibbuto bhikkhu, tassa no santi iñjitā.				MN 118	ānāpānassatisuttaṃ	so <b>sato</b>’va assasati, <b>sato</b>’va passasati. dīghaṃ vā assasanto ‘dīghaṃ assasāmī’ti pajānāti, dīghaṃ vā passasanto ‘dīghaṃ passasāmī’ti pajānāti	Ānāpānassati	Mindfulness of Breathing	Teachings	MN 107	gaṇakamoggallānasuttaṃ	rattiyā majjhimaṃ yāmaṃ dakkhiṇena passena sīhaseyyaṃ kappeyyāsi pāde pādaṃ accādhāya <b>sato</b> sampajāno uṭṭhānasaññaṃ manasikaritvā	Anupubba-sikkhā	The Gradual Training	Teachings	22n	55	[sound:sata.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=sata 1&entry.1433863141=Anki"">Fix it here</a>."	 Ānāpānassati Anupubba-sikkhā
67974	virāgānupassī	adj	comp						observing dispassion; watching fading of desire					virāga + anupassī	virāga + anudarśana			(SNa) virāg'ānupassī'ti virāgaṃ anupassanto.<br/>(ANa) virāgānupassī'ti ettha dve virāgā khayavirāgo ca accantavirāgo ca. tattha saṅkhārānaṃ khayaṃ khayato passanā vipassanā'pi, accantavirāgaṃ nibbānaṃ virāgato dassanamaggañāṇam'pi virāg'ānupassanā. tadubhayasamaṅgipuggalo virāg'ānupassī nāma.		AN 7.61	pacalāyamānasuttaṃ	so tāsu vedanāsu anicc'ānupassī viharati, <b>virāg'ānupassī</b> viharati, nirodh'ānupassī viharati, paṭinissagg'ānupassī viharati.				MN 118	ānāpānassatisuttaṃ	virāg'ānupassī assasissāmī'ti sikkhati, <b>virāg'ānupassī</b> passasissāmī'ti sikkhati.	Ānāpānassati	Mindfulness of Breathing	Teachings							22n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=virāgānupassī&entry.1433863141=Anki"">Fix it here</a>."	 Ānāpānassati 
8242	apāna	nt							breathing out; respiration			√an 1 a (to breath, blow)		apa + √an + *a		√an										MN 118	ānāpānassatisuttaṃ	āna-<b>apāna</b>-ssati bhikkhave bhāvitā bahulī-katā mahapphalā hoti mahā-nisaṃsā	Ānāpānassati	Mindfulness of Breathing	Teachings							22n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=apāna&entry.1433863141=Anki"">Fix it here</a>."	 Ānāpānassati 
13298	bahula 1	adj		bahu					abundant; full of; lit. lots of			√bah 1 a (to increase)		√bah + u + la	bahula	√bṛh √baṃh				AN 7.21	sārandadasuttaṃ	vajjī abhiṇhaṃ sannipātā bhavissanti sannipāta-<b>bahulā</b>				MN 118	ānāpānassatisuttaṃ	ānāpānassati bhikkhave bhāvitā <b>bahulī</b>-katā mahapphalā hoti mah’ānisaṃsā	Ānāpānassati	Mindfulness of Breathing	Teachings							22n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=bahula 1&entry.1433863141=Anki"">Fix it here</a>."	 Ānāpānassati 
13314	bahulīkata	pp	comp vb	bahulīkaroti					practised often; devoted oneself to; lit. made much of					bahula + kata	bahulīkṛta				a > ī before √kar							MN 118	ānāpānassatisuttaṃ	ānāpānassati bhikkhave bhāvitā <b>bahulīkatā</b> mahapphalā hoti mah’ānisaṃsā	Ānāpānassati	Mindfulness of Breathing	Teachings	AN 11.15	mettāsuttaṃ	’mettāya ceto-vimuttiyā āsevitāya bhāvitāya <b>bahulīkatāya</b> yānīkatāya vatthukatāya anuṭṭhitāya paricitāya susamāraddhāya ekādas’ānisaṃsā pāṭikaṅkhā.				22n	55	[sound:bahulīkata.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=bahulīkata&entry.1433863141=Anki"">Fix it here</a>."	 Ānāpānassati 
54945	satipaṭṭhāna	masc	comp						establishing mindfulness; setting up attention; foundation of mindfulness					sati + upaṭṭhāna	smṛtyupasthāna				maybe sati + paṭṭhāna	MN 137	saḷāyatanavibhaṅgasuttaṃ	tayo <b>satipaṭṭhānā</b> yad'ariyo sevati yad'ariyo sevamāno satthā gaṇam'anusāsitum'arahati, so vuccati yoggācariyānaṃ anuttaro purisadammasārathī'ti				MN 118	ānāpānassatisuttaṃ	ānāpānassati bhikkhave bhāvitā bahulīkatā cattāro <b>satipaṭṭhāne</b> paripūreti	Ānāpānassati	Mindfulness of Breathing	Teachings							22n	55	[sound:satipaṭṭhāna.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=satipaṭṭhāna&entry.1433863141=Anki"">Fix it here</a>."	 Ānāpānassati 
43954	passambhayanta	prp		passambhati		caus	trans	+acc	calming; stilling; settling; lit. causing to be calm			√sambh 1 *aya (to be calm, confident)	√sambh + *aya > sambhaya (caus)	pa + sambhaya + nta	pra + śrambh	√śrambh				MN 10	mahāsatipaṭṭhānasuttaṃ	‘<b>passambhayaṃ</b> kāyasaṅkhāraṃ assasissāmī’ti sikkhati,  ‘<b>passambhayaṃ</b> kāyasaṅkhāraṃ passasissāmī’ti sikkhati.				MN 118	ānāpānassatisuttaṃ	‘<b>passambhayaṃ</b> cittasaṅkhāraṃ assasissāmī’ti sikkhati, ‘<b>passambhayaṃ</b> cittasaṅkhāraṃ passasissāmī’ti sikkhati. 	Ānāpānassati	Mindfulness of Breathing	Teachings							22n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=passambhayanta&entry.1433863141=Anki"">Fix it here</a>."	 Ānāpānassati 
45074	paṭinissagga	masc		paṭinissajjati					giving up; relinquishing; dropping; abandoning			√sajj 1 a (to relinquish, let loose)		pati + nī + √sajj > sagg + a	pratiniḥsṛjya	√sṛj				AN 10.60	girimānandasuttaṃ	etaṃ santaṃ etaṃ paṇītaṃ yad'idaṃ sabba-saṅkhāra-samatho sabb’ūpadhi-<b>ppaṭinissaggo</b> taṇhā-kkhayo nirodho nibbānan’ti.				MN 118	ānāpānassatisuttaṃ	‘<b>paṭinissagg’</b>ānupassī assasissāmī’ti sikkhati, ‘<b>paṭinissagg’</b>ānupassī passasissāmī’ti sikkhati.	Ānāpānassati	Mindfulness of Breathing	Teachings	SN 56.11	dhammacakkappavattanasuttaṃ	idaṃ kho pana, bhikkhave, dukkhanirodhaṃ ariyasaccaṃ — yo tassā’y’eva taṇhāya asesavirāganirodho cāgo <b>paṭinissaggo</b> mutti anālayo.	Dhamma-cakkappavattana	Setting in Motion The Wheel of Dhamma	Teachings	22n	55	[sound:paṭinissagga.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=paṭinissagga&entry.1433863141=Anki"">Fix it here</a>."	 Ānāpānassati Dhamma-cakkappavattana
49228	sabbakāyapaṭisaṃvedī	masc	comp						experiencing the whole body; sensitive to the whole body					sabba + kāya +paṭisaṃvedī												MN 118	ānāpānassatisuttaṃ	‘<b>sabbakāyapaṭisaṃvedī</b> assasissāmī’ti sikkhati, ‘<b>sabbakāyapaṭisaṃvedī</b> passasissāmī’ti sikkhati	Ānāpānassati	Mindfulness of Breathing	Teachings							22n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=sabbakāyapaṭisaṃvedī&entry.1433863141=Anki"">Fix it here</a>."	 Ānāpānassati 
50646	samādahanta	prp		samādahati			trans	+acc	stabilizing; collecting; composing; lit. putting together			√dhā 1 a (to place, support)	√dhā + a > daha (irreg)	saṃ + ā + daha + nta	samādhā	√dhā				NIDD1 2	guhaṭṭhakasuttaniddeso	cittaṃ <b>samādahanto</b> sikkheyya, paññāya pajānanto sikkheyya, abhiññeyyaṃ abhijānanto sikkheyya				MN 118	ānāpānassatisuttaṃ	‘<b>samādahaṃ</b> cittaṃ assasissāmī’ti sikkhati, ‘<b>samādahaṃ</b> cittaṃ passasissāmī’ti sikkhati;	Ānāpānassati	Mindfulness of Breathing	Teachings							22n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=samādahanta&entry.1433863141=Anki"">Fix it here</a>."	 Ānāpānassati 
67283	vimocayanta	prp		vimocayati		caus	trans	+instr	releasing; making free; setting free			√muc 2 *aya (to release, free)	√muc + *aya > mocaya (caus)	vi + mocaya + nta		√muc										MN 118	ānāpānassatisuttaṃ	‘<b>vimocayaṃ</b> cittaṃ assasissāmī’ti sikkhati, ‘<b>vimocayaṃ</b> cittaṃ passasissāmī’ti sikkhati.	Ānāpānassati	Mindfulness of Breathing	Teachings							22n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=vimocayanta&entry.1433863141=Anki"">Fix it here</a>."	 Ānāpānassati 
13012	āyu 2	nt							life force; life energy			√i 1 a (to come, go)		ā + √i > ay + *u	āyus	√i				SN 22.95	pheṇapiṇḍūpamasuttaṃ	<b>āyu</b> usmā ca viññāṇaṃ, yadā kāyaṃ jahant’imaṃ, <br/>apaviddho tadā seti, parabhattaṃ acetanaṃ.										SN 12.2	vibhaṅgasuttaṃ	yā tesaṃ tesaṃ sattānaṃ tamhi tamhi sattanikāye jarā jīraṇatā khaṇḍiccaṃ pāliccaṃ valittacatā <b>āyuno</b> saṃhāni indriyānaṃ paripāko; ayaṃ vuccati jarā.	Paṭicca-samuppāda	Dependent Origination	Teachings	23n	55	[sound:āyu.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=āyu 2&entry.1433863141=Anki"">Fix it here</a>."	  Paṭicca-samuppāda
24727	imassuppādā	sandhi	pron + masc						from the arising of this; when this arises					imassa + uppādā	asya + utpādāt																	SN 12.61	assutavāsuttaṃ	iti imasmiṃ sati idaṃ hoti, <b>imass'uppādā</b> idaṃ uppajjati. imasmiṃ asati idaṃ na hoti, imassa nirodhā idaṃ nirujjhati	Paṭicca-samuppāda	Dependent Origination	Teachings	23n	55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=imassuppādā&entry.1433863141=Anki"">Fix it here</a>."	  Paṭicca-samuppāda
62391	upādāyarūpa	nt	comp					+gen	derived materiality		form dependent (on)			upādāya + rūpa	upādāya + rūpa																	SN 12.2	vibhaṅgasuttaṃ	cattāro ca mahābhūtā, catunnañ’ca mahābhūtānaṃ <b>upādāyarūpaṃ</b> – idaṃ vuccati rūpaṃ.	Paṭicca-samuppāda	Dependent Origination	Teachings	23n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=upādāyarūpa&entry.1433863141=Anki"">Fix it here</a>."	  Paṭicca-samuppāda
62387	upādāya 2	ind	ger	upādiyati			trans	+gen	derived (from); dependent (on); produced by; lit. taking near (of)			√ādā 3 ya (to take)		upa + √ādā + ya	upādāya	ā√dā																SN 12.2	vibhaṅgasuttaṃ	cattāro ca mahābhūtā, catunnañ’ca mahābhūtānaṃ <b>upādāya</b>-rūpaṃ – idaṃ vuccati rūpaṃ.	Paṭicca-samuppāda	Dependent Origination	Teachings	23n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=upādāya 2&entry.1433863141=Anki"">Fix it here</a>."	  Paṭicca-samuppāda
28941	khaṇḍicca	nt	abstr						brokenness; (comm) with broken teeth			√khaṇḍ 8 *e (to break)		√khaṇḍ + itya	khaṇḍitya	√khaḍ		(DNt) dantānaṃ khaṇḍitabhāvo khaṇḍiccaṃ														SN 12.2	vibhaṅgasuttaṃ	yā tesaṃ tesaṃ sattānaṃ tamhi tamhi sattanikāye jarā jīraṇatā <b>khaṇḍiccaṃ</b> pāliccaṃ valittacatā āyuno saṃhāni indriyānaṃ paripāko; ayaṃ vuccati jarā.	Paṭicca-samuppāda	Dependent Origination	Teachings	23n	55	[sound:khaṇḍicca.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=khaṇḍicca&entry.1433863141=Anki"">Fix it here</a>."	  Paṭicca-samuppāda
25996	jīraṇatā	fem	abstr	jīraṇa					old age; decrepitude; deterioration; lit. old age state			√jīr 1 a (to grow old, decay)		√jīr + aṇa + tā		√jṝ																SN 12.2	vibhaṅgasuttaṃ	yā tesaṃ tesaṃ sattānaṃ tamhi tamhi sattanikāye jarā <b>jīraṇatā</b> khaṇḍiccaṃ pāliccaṃ valittacatā āyuno saṃhāni indriyānaṃ paripāko; ayaṃ vuccati jarā.	Paṭicca-samuppāda	Dependent Origination	Teachings	23n	55	[sound:jīraṇatā.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=jīraṇatā&entry.1433863141=Anki"">Fix it here</a>."	  Paṭicca-samuppāda
43107	paripāka 1	masc				caus			decay; deterioration; lit. over-ripeness			√pac 1 *e (to mature, ripen)	√pac + *e > pāce (caus)	pari + pāce > pāke + a	paripāka	√pṛc																SN 12.2	vibhaṅgasuttaṃ	yā tesaṃ tesaṃ sattānaṃ tamhi tamhi sattanikāye jarā jīraṇatā khaṇḍiccaṃ pāliccaṃ valittacatā āyuno saṃhāni indriyānaṃ <b>paripāko</b>; ayaṃ vuccati jarā.	Paṭicca-samuppāda	Dependent Origination	Teachings	23n	55	[sound:paripāka.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=paripāka 1&entry.1433863141=Anki"">Fix it here</a>."	  Paṭicca-samuppāda
40890	pālicca	nt	abstr	palita					hoariness; greyness of hair					palita + *ya	palita																	SN 12.2	vibhaṅgasuttaṃ	yā tesaṃ tesaṃ sattānaṃ tamhi tamhi sattanikāye jarā jīraṇatā khaṇḍiccaṃ <b>pāliccaṃ</b> valittacatā āyuno saṃhāni indriyānaṃ paripāko; ayaṃ vuccati jarā.	Paṭicca-samuppāda	Dependent Origination	Teachings	23n	55	[sound:pālicca.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=pālicca&entry.1433863141=Anki"">Fix it here</a>."	  Paṭicca-samuppāda
32050	mahābhūtāni	nt	pl, comp						primary elements; earth water fire wind; lit. great states					mahā + bhūtā	mahābhūtā																	SN 12.2	vibhaṅgasuttaṃ	cattāro ca <b>mahābhūtā</b>, catunnañ’ca <b>mahābhūtānaṃ</b> upādāya-rūpaṃ – idaṃ vuccati rūpaṃ.	Paṭicca-samuppāda	Dependent Origination	Teachings	23n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=mahābhūtāni&entry.1433863141=Anki"">Fix it here</a>."	  Paṭicca-samuppāda
51586	saṃhāni	fem		hāni					decrease; dwindling; decay; weakening			√hā 3 ya (to decrease)		saṃ + √hā + ni	saṃ + hāni	√hā																SN 12.2	vibhaṅgasuttaṃ	yā tesaṃ tesaṃ sattānaṃ tamhi tamhi sattanikāye jarā jīraṇatā khaṇḍiccaṃ pāliccaṃ valittacatā āyuno <b>saṃhāni</b> indriyānaṃ paripāko; ayaṃ vuccati jarā.	Paṭicca-samuppāda	Dependent Origination	Teachings	23n	55	[sound:saṃhāni.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=saṃhāni&entry.1433863141=Anki"">Fix it here</a>."	  Paṭicca-samuppāda
64730	valita	adj	pp						wrinkled; furrowed			√val 1 a (to turn)		√val + ita	valita	√val				AN 3.36	devadūtasuttaṃ	daṇḍa-parāyaṇaṃ pavedhamānaṃ gacchantaṃ āturaṃ gatayobbanaṃ khaṇḍadantaṃ palitakesaṃ vilūnaṃ khalitasiraṃ <b>valitaṃ</b> tilak’āhatagattan’ti?										SN 12.2	vibhaṅgasuttaṃ	yā tesaṃ tesaṃ sattānaṃ tamhi tamhi sattanikāye jarā jīraṇatā khaṇḍiccaṃ pāliccaṃ<b> valita-</b>tacatā āyuno saṃhāni indriyānaṃ paripāko; ayaṃ vuccati jarā.	Paṭicca-samuppāda	Dependent Origination	Teachings	23n	55	[sound:valita.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=valita&entry.1433863141=Anki"">Fix it here</a>."	  Paṭicca-samuppāda
64732	valittacatā	fem	abstr, comp	valittaca					wrinkled skin; wrinkles; lit. state of skin wrinkle					valita + taca + tā	valita + tvaca +																	SN 12.2	vibhaṅgasuttaṃ	yā tesaṃ tesaṃ sattānaṃ tamhi tamhi sattanikāye jarā jīraṇatā khaṇḍiccaṃ pāliccaṃ <b>valittacatā</b> āyuno saṃhāni indriyānaṃ paripāko; ayaṃ vuccati jarā.	Paṭicca-samuppāda	Dependent Origination	Teachings	23n	55	[sound:valittacatā.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=valittacatā&entry.1433863141=Anki"">Fix it here</a>."	  Paṭicca-samuppāda
